Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link
747,누구나 쉽게 따라 하는 디지털 & AI,"이정화, 남호정, 최상국, 하나",디지털콘텐츠그룹,2026년 02월,16200,,0,https://www.yes24.com/product/goods/178332725
748,인벤터 설계,"홍성기, 강민정",성안당,2026년 02월,24300,,0,https://www.yes24.com/product/goods/178093876
749,AI와 함께라서,"최원설, 이재하, 고은비",지식터,2026년 01월,18000,10.0,3,https://www.yes24.com/product/goods/177220266
750,어르신들을 위한 스마트폰 기초교실,디지털콘텐츠그룹 편집부,디지털콘텐츠그룹,2026년 02월,14400,,0,https://www.yes24.com/product/goods/177123164
751,인간중심 AI,권유빈,커뮤니케이션북스,2026년 02월,12000,,0,https://www.yes24.com/product/goods/177078746
752,허깅페이스로 배우는 멀티모달 모델,"이정인, 정우준",디지털북스,2026년 03월,19800,10.0,2,https://www.yes24.com/product/goods/177059661
753,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오 (큰글자책)","현병욱(오땡큐), 신수진",시프트,2026년 02월,39000,,0,https://www.yes24.com/product/goods/176920892
754,프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기,"전은재, 민지영, 문수민, 앤미디어",길벗,2026년 02월,24300,9.7,26,https://www.yes24.com/product/goods/176914166
755,기본기부터 다시 새기는 러스트 특강,"욘 옝세, 장현희",인사이트(insight),2026년 02월,29700,,0,https://www.yes24.com/product/goods/176914164
756,팔란티어처럼 해체하고 연결하고 장악하라,정관영,골든래빗,2026년 02월,21600,10.0,62,https://www.yes24.com/product/goods/176538801
757,ISO 42001 인공지능 경영시스템 인증 바이블,강문정,한국인공지능검증원,2026년 01월,30000,,0,https://www.yes24.com/product/goods/176198950
758,생성형AI 프롬프트 디자인,한국생성형AI연구원,광문각출판미디어,2026년 02월,30000,,0,https://www.yes24.com/product/goods/175912211
759,아두이노 프로그래밍,"강성묵, 정보권",생능출판사,2026년 01월,35000,,0,https://www.yes24.com/product/goods/175863613
760,"AI로 차트, 그래프, 인포그래픽 한 번에 끝내기",이현,천그루숲,2026년 01월,16200,10.0,16,https://www.yes24.com/product/goods/175523653
761,"우리, 프로그래머들 We, Programmers","로버트 C. 마틴, 최희철",길벗,2026년 01월,27900,9.9,19,https://www.yes24.com/product/goods/175232277
762,"IT@CookBook, 유니티 입문","이종원, 신유철, 이승환",한빛아카데미,2026년 01월,33000,2.0,1,https://www.yes24.com/product/goods/175226784
763,출근길에 읽고 퇴근길에 완성하는 바이브 코딩,노승헌,더 타이즈,2026년 02월,19800,,0,https://www.yes24.com/product/goods/175226781
764,AI 프로젝트 100% 성공을 위한 체크리스트 17,유진호,책만,2026년 01월,25200,9.9,18,https://www.yes24.com/product/goods/175133788
765,AI 디자인 활용백과,채시은,스마트북스,2026년 01월,22500,10.0,2,https://www.yes24.com/product/goods/175122641
766,심리상담과 AI의 융합 (큰글자책),이혜숙,커뮤니케이션북스,2026년 01월,25000,,0,https://www.yes24.com/product/goods/175110074
767,네이버 블로그 역제안 가이드,마케터C(김명경),한빛미디어,2026년 02월,19800,9.8,44,https://www.yes24.com/product/goods/174795790
768,MK에디션 CES 2026,매일경제 CES 특별취재팀,매일경제신문사,2026년 01월,18000,10.0,2,https://www.yes24.com/product/goods/174267330
769,디지털 게임 레벨 디자인 가이드,김익환,다윈의서재,2026년 01월,65000,,0,https://www.yes24.com/product/goods/174031964
770,AI와 심리적 안정감,원미영,커뮤니케이션북스,2026년 01월,12000,,0,https://www.yes24.com/product/goods/174028749
771,AI와 도시 계획,이희정,커뮤니케이션북스,2026년 01월,12000,10.0,2,https://www.yes24.com/product/goods/173650018
772,인공지능이 답할 때 교육은 무엇을 묻는가,함영기,에듀니티교육연구소(에듀니티),2026년 01월,18000,10.0,8,https://www.yes24.com/product/goods/173183477
773,모던 API 아키텍처 설계 전략,"제임스 고프, 대니얼 브라이언트, 매튜 어번, 장현희",책만,2026년 01월,28800,9.0,2,https://www.yes24.com/product/goods/173033853
774,코틀린&스프링 부트로 개발은 처음인데요,정보근,더 타이즈,2026년 01월,29700,,0,https://www.yes24.com/product/goods/171651782
775,제로클릭,손승완,길벗,2026년 01월,16920,9.7,51,https://www.yes24.com/product/goods/171566846
776,유리링의 실전 게임 시스템 기획,정윤지(유리링),한빛미디어,2026년 01월,22500,9.8,10,https://www.yes24.com/product/goods/171377541
777,코딩런 반려동물키우기  with 엔트리,놀이교육콘텐츠랩,마린북스,2025년 12월,13500,,0,https://www.yes24.com/product/goods/171013891
778,된다! 네이버 스마트플레이스,고수진,이지스퍼블리싱,2026년 01월,19800,10.0,20,https://www.yes24.com/product/goods/170504548
779,SW코딩역량평가 TOSC 실전 기출문제 C 언어 편,"김문석, 김도년, 전창재, 장문정, 홍석민",길벗캠퍼스,2025년 12월,28000,,0,https://www.yes24.com/product/goods/169604554
780,AI를 움직이는 수학 이야기,"후루시마 도오루, 하승민",한빛미디어,2025년 12월,29700,10.0,19,https://www.yes24.com/product/goods/169407614
781,리더는 AI에게 질문하지 않는다,김희연,북피움,2026년 01월,20700,,0,https://www.yes24.com/product/goods/168871803
782,이펙티브 타입스크립트 2판,"댄 밴더캄, 장원호",인사이트(insight),2025년 12월,31500,,0,https://www.yes24.com/product/goods/168759478
783,SW코딩역량평가 TOSC 실전 기출문제 파이썬 편,"김문석, 강병현, 이수진, 이은상, 이현석, 정보 더 보기/감추기, 김문석, 강병현, 이수진, 이은상, 이현석, 김도엽, 홍석민",길벗캠퍼스,2025년 12월,27000,,0,https://www.yes24.com/product/goods/168457235
784,"요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성",김동학,골든래빗,2026년 01월,25200,9.4,7,https://www.yes24.com/product/goods/168451090
785,따라 하면서 완성하는 AWS 인프라 구축 입문,최진영(럭키바닐라 3세),위키북스,2026년 01월,31500,,0,https://www.yes24.com/product/goods/168228070
786,"Dify, 코딩 없이 AI 앱 개발의 시작","멀티코어, 조준희, 강장묵, 이상한, 윤철희",프리렉,2025년 12월,22500,10.0,4,https://www.yes24.com/product/goods/168226328
787,Google로 수업을 바꾸는 교사들의 시크릿,"정진아, 권재범, 김학민, 박빛나, 박오종, 정보 더 보기/감추기, 정진아, 권재범, 김학민, 박빛나, 박오종, 심하루, 강경욱",교사크리에이터협회,2025년 12월,18900,10.0,54,https://www.yes24.com/product/goods/167841837
788,일잘러의 무기가 되는 엑셀 대시보드,최준선,한빛미디어,2025년 12월,24300,9.4,7,https://www.yes24.com/product/goods/167785232
789,주얼리 디자인을 위한 미드저니(Midjourney) 가이드,김규승,청담북스,2025년 11월,23750,,0,https://www.yes24.com/product/goods/167600356
790,AI와 언어학,이은송,커뮤니케이션북스,2025년 12월,12000,,0,https://www.yes24.com/product/goods/167496127
791,회사에서 바로 통하는 파워포인트 FOR STARTERS,이화진,한빛미디어,2025년 12월,15300,10.0,28,https://www.yes24.com/product/goods/167475617
792,Do it! C 언어 프로그래밍 입문,조성호,이지스퍼블리싱,2025년 11월,23400,10.0,10,https://www.yes24.com/product/goods/167463219
793,키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI,놀이교육콘텐츠랩,마린북스,2025년 11월,12600,,0,https://www.yes24.com/product/goods/167455912
794,2026 AI 교육 트렌드,"박소이, 유영걸, 오유나, 김영준, 김정환, 정보 더 보기/감추기, 박소이, 유영걸, 오유나, 김영준, 김정환, 정나래, 한창훈",길벗,2025년 12월,22500,10.0,23,https://www.yes24.com/product/goods/167434734
795,AI와 패션 디자인 (큰글자책),"마진주, 정연이",커뮤니케이션북스,2025년 12월,25000,,0,https://www.yes24.com/product/goods/167400777
796,AI 법률문서 작성법 : 형사사건편,김종엽,박영사,2025년 12월,28000,6.0,2,https://www.yes24.com/product/goods/167387442
797,요즘 바이브 코딩 제미나이 CLI 완벽 가이드,김진환,골든래빗,2025년 12월,23400,10.0,80,https://www.yes24.com/product/goods/167384326
798,한 권으로 끝내는 올인원 피그마,오시내,제이펍,2025년 12월,31500,10.0,1,https://www.yes24.com/product/goods/165483454
799,현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다,"이서영, 유상숙, 양지현, 이상현",광문각출판미디어,2025년 11월,19000,9.8,38,https://www.yes24.com/product/goods/165325500
800,Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문,이규호,콩콩 컴퍼니,2025년 10월,29400,,0,https://www.yes24.com/product/goods/165140030
801,AI와 무용 교육,김경미,커뮤니케이션북스,2025년 11월,12000,,0,https://www.yes24.com/product/goods/164773671
802,PyTorch로 배우는 딥러닝과 생성형 AI,박유성,자유아카데미,2025년 11월,43000,3.0,2,https://www.yes24.com/product/goods/163744828
803,"바이브 코딩 너머 개발자 생존법: 개발자는 사라지지 않는다, 진화한다","애디 오스마니, 강민혁",한빛미디어,2025년 11월,20700,9.7,26,https://www.yes24.com/product/goods/163601068
804,직장인을 위한 미드저니 이미지 & 영상 제작,"고희청, 박범희",성안당,2025년 11월,24300,9.7,43,https://www.yes24.com/product/goods/163598008
805,기획에서 출시까지 FastAPI 개발 백서,차경묵,길벗,2025년 11월,37800,9.8,26,https://www.yes24.com/product/goods/162329199
806,MCP 실전 활용 & 서버 개발 핵심 가이드,AI튜터랩,위키북스,2025년 11월,25200,10.0,1,https://www.yes24.com/product/goods/162224477
807,AI 개발자가 되고 싶으세요?,"배휘동, 홍석용, 오현우, 정금호, 최남규, 정보 더 보기/감추기, 배휘동, 홍석용, 오현우, 정금호, 최남규, 김성완",로드북,2025년 11월,22500,10.0,5,https://www.yes24.com/product/goods/162211876
808,운영체제,"박규석, 배인한, 김영찬",생능출판사,2025년 11월,28000,,0,https://www.yes24.com/product/goods/161918303
809,시스템 성능 엔지니어링,"브렌던 그레그, 이호연",인사이트(insight),2025년 11월,55800,,0,https://www.yes24.com/product/goods/160780026
810,핸즈온 바이브 코딩,정도현,한빛미디어,2025년 10월,19800,9.6,32,https://www.yes24.com/product/goods/160603535
811,파이썬으로 시작하는 머신러닝+딥러닝,강지영,아이리포,2025년 11월,25200,10.0,5,https://www.yes24.com/product/goods/160497918
812,이것이 UX/UI 디자인이다,조성봉,위키북스,2025년 10월,31500,,0,https://www.yes24.com/product/goods/160471520
813,코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,"이상용, 정동진",앤써북,2025년 10월,16200,10.0,21,https://www.yes24.com/product/goods/160409598
814,SAP Public Cloud와 Private Cloud Edition 완전 정복,권영근,북랩,2025년 10월,31500,10.0,1,https://www.yes24.com/product/goods/160136114
815,"AI 음악 생성기, 수노(큰글자책)","양종모, 박은비",커뮤니케이션북스,2025년 10월,25000,,0,https://www.yes24.com/product/goods/159636882
816,"머신러닝, 핵심만 빠르게!","안드리 부르코프, 박해선",인사이트(insight),2025년 10월,21600,10.0,1,https://www.yes24.com/product/goods/159566780
817,나노 바나나,"문수민, 박범희, 앤미디어",생능북스,2025년 11월,21600,9.8,48,https://www.yes24.com/product/goods/159417254
818,AI와 전문직의 미래,김예성,커뮤니케이션북스,2025년 10월,12000,,0,https://www.yes24.com/product/goods/159257393
819,회사에서 바로 통하는 엑셀 FOR STARTERS,전미진,한빛미디어,2025년 10월,15300,9.8,26,https://www.yes24.com/product/goods/159168206
820,한글 2022,전경숙,교학사,2025년 10월,13500,,0,https://www.yes24.com/product/goods/159074904
821,스타트업 서비스 설계는 처음인데요,강대명,더 타이즈,2025년 10월,29700,10.0,2,https://www.yes24.com/product/goods/158727530
822,"리액트, Next.js로 완성하는 프론트엔드",강경석,영진닷컴,2025년 10월,32400,10.0,11,https://www.yes24.com/product/goods/155152306
823,UX 교과서,"앤서니 콘타, 이미령",길벗,2025년 10월,29700,9.9,14,https://www.yes24.com/product/goods/155060238
824,할루시네이션을 줄여주는 프롬프트 엔지니어링,한성민,한빛미디어,2025년 09월,28800,8.7,6,https://www.yes24.com/product/goods/154648338
825,안녕! 엔트리 반가워! 인공지능,"장병철, 이준기, 유경선, 이은경",씨마스,2025년 09월,18000,10.0,1,https://www.yes24.com/product/goods/154639992
826,"디지털 마케팅, AI로 날개를 달다",김유영,위키북스,2025년 09월,25200,10.0,1,https://www.yes24.com/product/goods/154288955
827,AI와 미술 교육,손지현,커뮤니케이션북스,2025년 09월,12000,,0,https://www.yes24.com/product/goods/154254873
828,디지털 마케팅 용어 도감,"다케우치 테츠야, 김모세",정보문화사,2025년 09월,20700,9.9,30,https://www.yes24.com/product/goods/154238820
829,코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서,엄가온,콩콩 컴퍼니,2025년 09월,19300,,0,https://www.yes24.com/product/goods/154230854
830,AI와 여가·관광,이정은,휴먼북스(교재),2025년 08월,20000,,0,https://www.yes24.com/product/goods/154100759
831,크리핵티브의 한 권으로 끝내는 웹 해킹 바이블,하동민(크리핵티브),한빛미디어,2025년 10월,54000,9.7,31,https://www.yes24.com/product/goods/154076881
832,처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초,"시마자키 조제, 고영자",영진닷컴,2025년 09월,18000,9.9,14,https://www.yes24.com/product/goods/153848263
833,블렌더 3D CG 애니메이션 실전 입문,"나츠모리 카츠, 김모세",AK(에이케이 커뮤니케이션즈),2025년 09월,37810,10.0,1,https://www.yes24.com/product/goods/153663554
834,헤드 퍼스트 소프트웨어 아키텍처,"라주 간디, 마크 리처드, 닐 포드, 유동환, 최영수",한빛미디어,2025년 09월,33300,9.2,26,https://www.yes24.com/product/goods/153613588
835,밑바닥부터 시작하는 웹 브라우저,"파벨 판체카, 크리스 해럴슨, 이형욱, 최병운",한빛미디어,2025년 09월,40500,10.0,5,https://www.yes24.com/product/goods/153499985
836,"기본 이론에서 실무 예제까지, HANA 기반 Easy ABAP 3.0","김성준, 박재형, 임재원, 한익환, 장성일",프리렉,2025년 09월,54000,10.0,2,https://www.yes24.com/product/goods/153497959
837,이공계생을 위한 파이썬 필수예제 2,윤성호,지오북스,2025년 10월,25000,,0,https://www.yes24.com/product/goods/153290513
838,AI 3대 강국,박영선,나남출판사,2025년 09월,16200,,0,https://www.yes24.com/product/goods/153085270
839,"생성형 AI와 엔트리로 12가지 인공지능 작품 만들기 with 뤼튼, 캔바, 미리캔버스, 투닝, ChatGPT, 위스크, 수노","전진아, 김수연",앤써북,2025년 09월,18900,10.0,11,https://www.yes24.com/product/goods/153061112
840,"미드저니와 ComfyUI로 완성하는, 게임 그래픽",양영민,비엘북스,2025년 08월,29700,10.0,2,https://www.yes24.com/product/goods/152649327
841,AI와 문화 기술,김돈정,커뮤니케이션북스,2025년 09월,12000,10.0,1,https://www.yes24.com/product/goods/152579254
842,한 걸음 앞선 개발자가 지금 꼭 알아야 할 클로드 코드,"조훈, 정찬훈",길벗,2025년 09월,23400,8.9,19,https://www.yes24.com/product/goods/152379887
843,초보자도 쉽게 배우는 엑셀 2024 길라잡이,김영주,정보문화사,2025년 09월,20700,9.7,28,https://www.yes24.com/product/goods/152363144
844,AI와 국악 창작 교육,"권혜근, 정영선",커뮤니케이션북스,2025년 08월,12000,,0,https://www.yes24.com/product/goods/152307412
845,데이터 리터러시를 높이는 데이터 시각화,"네이선 야우, 한상택",인사이트(insight),2025년 09월,29700,,0,https://www.yes24.com/product/goods/152302455
846,프롬프트 엔지니어의 업무 가이드북,최영우,책과나무,2025년 08월,19800,,0,https://www.yes24.com/product/goods/152026446
847,된다! 하루 만에 만드는 AI 사진 & 이미지,김원석,이지스퍼블리싱,2025년 08월,16020,10.0,40,https://www.yes24.com/product/goods/151780100
848,Do it! 알고리즘 코딩 테스트 파이썬 편,김종관,이지스퍼블리싱,2025년 09월,31500,7.0,8,https://www.yes24.com/product/goods/151761784
849,라즈베리파이5로 구현하는 사물인터넷(IoT)과 인공지능(AI) 자율주행 자동차,"이현, 김경연, 김명생",광문각,2025년 08월,26000,,0,https://www.yes24.com/product/goods/151682700
850,돌꿈_컴기초꿈트리(윈도우11_AI 친구들),"KIE 기획연구실, 방컴(쌤과 아이들)",아카데미소프트,2025년 09월,12600,,0,https://www.yes24.com/product/goods/151379311
851,데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드,윤대희,위키북스,2025년 08월,37800,,0,https://www.yes24.com/product/goods/151347071
852,AI 영상×미드저니·런웨이·소라·클링·하이루오,안재홍,길벗,2025년 08월,23400,9.6,16,https://www.yes24.com/product/goods/151152657
853,그림으로 개념 잡는 네트워크 입문,C.I.K,앤써북,2025년 08월,15930,9.3,3,https://www.yes24.com/product/goods/151045539
854,LLM 상담과 심리 치료,강수정,커뮤니케이션북스,2025년 08월,12000,,0,https://www.yes24.com/product/goods/150866742
855,딥러닝 제대로 이해하기,"사이먼 J. D. 프린스, 고연이",제이펍,2025년 08월,34200,9.7,7,https://www.yes24.com/product/goods/150795058
856,교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제,한동규,앤써북,2025년 08월,15930,9.8,19,https://www.yes24.com/product/goods/150709449
857,챗GPT 공부 혁명,"전지영, 백수현, 이효진, 장수영, 손소영",포르체,2025년 08월,20700,9.9,16,https://www.yes24.com/product/goods/150556693
858,콘텐츠 디자인은 피그마 with AI,김선영,골든래빗,2025년 08월,23400,9.8,10,https://www.yes24.com/product/goods/150110126
859,AX 방법론,노주환,공존의미학,2025년 08월,18000,,0,https://www.yes24.com/product/goods/150093763
860,기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것,"유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 정보 더 보기/감추기, 유진 스파포드, 리 메트칼프, 조사이어 다이크스트라, 김경곤, 장은경, 박기성",책만,2025년 08월,29700,10.0,6,https://www.yes24.com/product/goods/150027797
861,AI와 디지털 헬스케어,임미가,커뮤니케이션북스,2025년 08월,12000,,0,https://www.yes24.com/product/goods/149866407
862,만화로 쉽게 배우는 시계열 분석,"다카하시 이치로, 권기태",성안당,2025년 07월,16200,,0,https://www.yes24.com/product/goods/149745776
863,아는 만큼 보이는 생성형 AI,김주영,길벗,2025년 07월,19800,9.7,26,https://www.yes24.com/product/goods/149680614
864,AI 의인화,"김보경, 김소연",커뮤니케이션북스,2025년 07월,12000,,0,https://www.yes24.com/product/goods/149374586
865,구글 AI Gemini 그림 초등왕,코딩 코치스,BOOKK(부크크),2025년 07월,15800,,0,https://www.yes24.com/product/goods/149243919
866,PostgreSQL DBA를 위한 Admin 이야기,"김시연, 최두원",디비안(DBian),2025년 07월,26100,10.0,1,https://www.yes24.com/product/goods/149195623
867,인프라 엔지니어의 교과서,"사노 유타카, 김성훈",길벗,2025년 07월,19800,10.0,11,https://www.yes24.com/product/goods/149193207
868,디자인 트렌드 아카이브 포토샵 & 일러스트레이터,김혜주,제이펍,2025년 07월,21600,9.9,14,https://www.yes24.com/product/goods/149190058
869,#100일챌린지,"오츠카 아미, 류두진",인사이트(insight),2025년 07월,16200,9.7,37,https://www.yes24.com/product/goods/148895796
870,AI 융합 교육 교사,김귀훈,커뮤니케이션북스,2025년 07월,12000,,0,https://www.yes24.com/product/goods/148848952
871,생성형 AI를 활용한 논문 작성법,김귀훈,홍릉,2025년 06월,29000,,0,https://www.yes24.com/product/goods/148767861
872,마인크래프트 건축 가이드 마법 프로젝트,"Mojang Studio, 강세중",영진닷컴,2025년 07월,12600,10.0,2,https://www.yes24.com/product/goods/148704026
873,파이썬으로 배우는 소프트웨어와 인공지능,"조행래, 윤종희, 서영석, 박영덕",영남대학교출판부(知YU智),2025년 06월,25000,,0,https://www.yes24.com/product/goods/148703391
874,인공 인간,"수잔 슈나이더, 이해윤, 김성묵",한울아카데미,2024년 05월,22000,,0,https://www.yes24.com/product/goods/148420115
875,잘 통하는 보고서 작성의 비밀,임영균,한빛미디어,2025년 07월,18000,9.6,32,https://www.yes24.com/product/goods/148368955
876,AI 에디터 커서 Cursor 완벽 가이드,"키노시타 유이치로, 김모세",영진닷컴,2025년 07월,19800,9.5,8,https://www.yes24.com/product/goods/148350160
877,따라 하며 배우는 유니티 게임 개발,"아라카와 다쿠야, 아사노 유이치, 윤준",한빛미디어,2025년 06월,21600,9.3,3,https://www.yes24.com/product/goods/148184558
878,실무에서 SQL을 다루는 기술,"마크 사이먼, 조은옥",한빛미디어,2025년 06월,29700,9.8,8,https://www.yes24.com/product/goods/148181079
879,디자인 경험을 바꾸는 UX/UI 디자인 with AI,유훈식,한빛미디어,2025년 06월,28800,9.7,7,https://www.yes24.com/product/goods/148121780
880,동영상편집 최강자 캡컷,오상열,아이콕스(iCox),2025년 07월,13500,10.0,1,https://www.yes24.com/product/goods/148080194
881,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,권원일,STA(소프트웨어테스팅연구소),2025년 06월,27000,,0,https://www.yes24.com/product/goods/147983588
882,버려지는 디자인 통과되는 디자인 - 편집 디자인,"이미정, 유은진",길벗,2025년 07월,20700,9.9,35,https://www.yes24.com/product/goods/147977458
883,소플의 처음 만난 Next.js,이인제,한빛미디어,2025년 06월,35100,9.6,16,https://www.yes24.com/product/goods/147976869
884,크리에이터를 위한 ChatGPT 활용 대전,"쿠니모토 치사토, 챗GPT 연구회",정보문화사,2025년 06월,18000,9.8,26,https://www.yes24.com/product/goods/147965771
885,AI와 사이버 보안,이승은,커뮤니케이션북스,2025년 06월,12000,,0,https://www.yes24.com/product/goods/147870513
886,"인공지능, 주식분석 좀 부탁해",곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,21600,9.5,11,https://www.yes24.com/product/goods/147852321
887,상상력을 작품으로 미리캔버스,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,12600,,0,https://www.yes24.com/product/goods/147752757
888,생성형 AI 활용 백과사전,"다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키, 서수환",길벗,2025년 06월,21600,9.7,49,https://www.yes24.com/product/goods/147626022
889,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,"노무라 도모키, 김완섭",제이펍,2025년 07월,25200,,0,https://www.yes24.com/product/goods/147569986
890,기후 위기와 인공지능,이천환,커뮤니케이션북스,2025년 06월,12000,,0,https://www.yes24.com/product/goods/147569950
891,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],이경록,리코멘드,2025년 06월,25200,6.0,1,https://www.yes24.com/product/goods/147569409
892,AI로 하루 만에 영상 만들기 with 런웨이,"송태민, 서광민",한빛미디어,2025년 06월,18000,9.6,30,https://www.yes24.com/product/goods/147338262
893,코딩런 픽셀월드 대모험 피스켈&엔트리,코딩연구소,마린북스,2025년 05월,13500,,0,https://www.yes24.com/product/goods/147132535
894,처음이야? 파이썬 데이터 분석,"윤영빈, 이용희, 오환",영진닷컴,2025년 06월,19800,10.0,14,https://www.yes24.com/product/goods/147129792
895,"AI가 대체하는, 대체 못하는 노동",김관욱,커뮤니케이션북스,2025년 06월,12000,2.0,1,https://www.yes24.com/product/goods/147124214
896,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,윤인도,제이펍,2025년 06월,22500,10.0,3,https://www.yes24.com/product/goods/147098139
897,AI와 교육 연극 (큰글자책),한귀은,커뮤니케이션북스,2025년 06월,25000,,0,https://www.yes24.com/product/goods/147097407
898,입문자를 위한 맞춤형 AI 프로그램 만들기,다비드스튜디오,길벗,2025년 06월,25200,9.9,14,https://www.yes24.com/product/goods/147081442
899,"좋아 보이는 것들의 비밀, 컬러",최경원,길벗,2025년 06월,26100,9.8,22,https://www.yes24.com/product/goods/147079126
900,최강 구도 디자인 92,"ingectar-e, 트랜스메이트",위키북스,2025년 05월,16200,10.0,3,https://www.yes24.com/product/goods/146935012
901,웹툰 제작 가이드 with AI,김가이,길벗캠퍼스,2025년 05월,30000,9.8,11,https://www.yes24.com/product/goods/146504995
902,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",서혜미,아티오,2025년 05월,15300,9.4,14,https://www.yes24.com/product/goods/146504169
903,AX 기획론,노주환,공존의미학,2025년 05월,25200,,0,https://www.yes24.com/product/goods/146388983
904,열정민쌤의 챗GPT&AI 수업 실전서,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,18000,9.7,39,https://www.yes24.com/product/goods/146143006
905,중고노트북 놀랍도록 저렴하게 사용하는 방법,곽영암,BOOKK(부크크),2025년 04월,8200,,0,https://www.yes24.com/product/goods/146139930
906,네이버 스마트스토어 운영하기,서미진,한빛미디어,2025년 05월,18900,9.6,34,https://www.yes24.com/product/goods/146041188
907,AI와 회계사,윤양인,커뮤니케이션북스,2025년 05월,12000,,0,https://www.yes24.com/product/goods/146012572
908,AI 영상 제작 트렌드,진승현,커뮤니케이션북스,2025년 05월,12000,,0,https://www.yes24.com/product/goods/146012568
909,AI와 정책 홍보의 변화,정휘관,커뮤니케이션북스,2025년 05월,12000,,0,https://www.yes24.com/product/goods/146001337
910,아이패드 드로잉으로 기록하는 일상의 조각들,이이오,한빛라이프,2025년 05월,19800,10.0,10,https://www.yes24.com/product/goods/145963641
911,LLM 엔지니어링,"폴 이우수틴, 막심 라본, 조우철",한빛미디어,2025년 05월,34200,9.8,18,https://www.yes24.com/product/goods/145962625
912,주니어 백엔드 개발자가 반드시 알아야 할 실무 지식,최범균,한빛미디어,2025년 04월,25200,9.8,28,https://www.yes24.com/product/goods/145761422
913,쓱 하고 싹 배우는 파워포인트 365,최옥주,영진닷컴,2025년 05월,12600,,0,https://www.yes24.com/product/goods/145752875
914,AI 콘텐츠 트렌드,김민지,커뮤니케이션북스,2025년 04월,12000,,0,https://www.yes24.com/product/goods/145394077
915,실리콘밸리에서 통하는 파이썬 인터뷰 가이드,"런젠펑, 취안수쉐, 신준기",제이펍,2025년 05월,24300,9.6,10,https://www.yes24.com/product/goods/145227885
916,5차원 AI,"원동연, 민진홍",성안당,2025년 04월,20700,9.7,49,https://www.yes24.com/product/goods/145217225
917,AI와 미래 의사,임채영,커뮤니케이션북스,2025년 04월,12000,,0,https://www.yes24.com/product/goods/145022805
918,처음부터 시작하는 Next.js / React 개발 입문,"미요시 아키, 김모세",AK(에이케이 커뮤니케이션즈),2025년 04월,33440,,0,https://www.yes24.com/product/goods/145013501
919,윌 라슨의 엔지니어링 리더십,"윌 라슨, 임백준",한빛미디어,2025년 04월,23400,9.7,7,https://www.yes24.com/product/goods/144979268
920,이게 되네? 챗GPT 미친 크롤링 24제,박현규,골든래빗,2025년 04월,23400,9.1,7,https://www.yes24.com/product/goods/144868498
921,씽크톡톡 엑셀 2021,"도용화, 금미정",웰북,2025년 04월,9000,,0,https://www.yes24.com/product/goods/144699966
922,인스타그램 마케팅으로 돈벌기,최영인,성안당,2025년 04월,22500,9.9,38,https://www.yes24.com/product/goods/144693678
923,AI와 미디어 윤리,박선미,커뮤니케이션북스,2025년 04월,12000,,0,https://www.yes24.com/product/goods/144688656
924,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,황점희,시대인,2025년 04월,10800,10.0,9,https://www.yes24.com/product/goods/144554031
925,어른을 위한 이것이 인공지능이다,김명락,슬로디미디어,2025년 04월,15120,10.0,3,https://www.yes24.com/product/goods/144546046
926,일러스트와 만화를 위한 포즈 노하우,"마츠오카 신지, 고영자",영진닷컴,2025년 04월,18000,9.8,9,https://www.yes24.com/product/goods/144220706
927,"AI, 공정과 편향","박규동, 김근혜",커뮤니케이션북스,2025년 03월,12000,,0,https://www.yes24.com/product/goods/144165612
928,교사를 위한 생성형 AI 활용 수업,김종혜,생능북스,2025년 04월,14400,9.6,15,https://www.yes24.com/product/goods/144129260
929,CATIA(카티아) 쉽게 따라하기,정경애,구민사,2025년 04월,28800,,0,https://www.yes24.com/product/goods/144048800
