Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link
930,50개의 프로젝트로 완성하는 파이썬 업무 자동화,오토코더,위즈앤북,2025년 03월,19800,10.0,12,https://www.yes24.com/product/goods/144043578
931,우아한 C 언어 코딩 패턴,"크리스토퍼 프레셰른, 정기훈",인사이트(insight),2025년 04월,28800,10.0,1,https://www.yes24.com/product/goods/144026018
932,김변호사의 스마트한 AI 활용법,김변호사 팀,(주)박영사,2025년 03월,18000,8.0,1,https://www.yes24.com/product/goods/144024813
933,AI 사고철학,"이준헌, 조민호",더로드,2025년 03월,18000,10.0,1,https://www.yes24.com/product/goods/143666426
934,랭체인 & 랭그래프로 AI 에이전트 개발하기,서지영,길벗,2025년 03월,26100,9.6,24,https://www.yes24.com/product/goods/143646468
935,한 권으로 끝내는 미드저니,민자경,에듀웨이,2025년 04월,20700,9.0,12,https://www.yes24.com/product/goods/143604796
936,시니어를 위한 똑똑한 AI 생활 with 챗GPT,진현주,시대인,2025년 03월,11700,9.7,13,https://www.yes24.com/product/goods/143574962
937,아이패드 디지털 캘리그라피 N잡러 되기,우연주,아티오,2025년 03월,17550,10.0,9,https://www.yes24.com/product/goods/143513509
938,숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),김근아,아티오,2025년 03월,12600,,0,https://www.yes24.com/product/goods/143492268
939,ChatGPT와 함께 하는 데이터 분석 기행,"정의범, 김대수, 이돈희",도서출판청람(이수영),2025년 03월,33000,,0,https://www.yes24.com/product/goods/143373537
940,현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨,김현석,초록비책공방,2025년 03월,23400,8.7,6,https://www.yes24.com/product/goods/143372817
941,대체 불가능한 디자이너 되기,오완원,길벗,2025년 03월,19800,9.8,10,https://www.yes24.com/product/goods/142972932
942,이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치,"프렘 팀시나, 임선집",루비페이퍼,2025년 02월,25200,9.8,11,https://www.yes24.com/product/goods/142636957
943,처음 시작하는 디지털 드로잉 with 스케치북,이은지,시대인,2025년 02월,17100,9.9,14,https://www.yes24.com/product/goods/142572387
944,트래픽을 쓸어 담는 SEO 마케팅,"김건오, 양효원",e비즈북스,2025년 02월,23400,,0,https://www.yes24.com/product/goods/142569581
945,NEW 우당탕탕 컴퓨터와 친해지기,놀이교육콘텐츠랩,마린북스,2025년 02월,12600,10.0,1,https://www.yes24.com/product/goods/142277966
946,막힘없이 PostgreSQL,"임경석, 김철환, 박관규, 김규민",엑셈,2025년 01월,28800,,0,https://www.yes24.com/product/goods/141892324
947,AI와 인문학의 주제들,"정서현, 우동현, 김동우",커뮤니케이션북스,2025년 02월,12000,,0,https://www.yes24.com/product/goods/141888791
948,쓱 하고 싹 배우는 엑셀 365,김영미,영진닷컴,2025년 02월,12600,,0,https://www.yes24.com/product/goods/141857551
949,한 시간 만에 게임 만들기,"게임도칸, 김은철, 유세라",영진닷컴,2025년 01월,23400,9.8,18,https://www.yes24.com/product/goods/141835517
950,이것이 생성형 AI다,김명락,슬로디미디어,2025년 02월,15120,9.7,15,https://www.yes24.com/product/goods/141732801
951,왕초보 맞춤형 랜선 사수 올이 엑셀,올이,한빛미디어,2025년 01월,18900,9.8,28,https://www.yes24.com/product/goods/141695114
952,트랜스포머로 시작하는 언어 모델과 생성형 인공지능,추형석,위즈앤북,2025년 01월,16020,9.5,4,https://www.yes24.com/product/goods/141383909
953,ChatGPT 마케팅,임헌수,이코노믹북스,2025년 01월,22500,9.7,31,https://www.yes24.com/product/goods/141382077
954,데이터 마이닝 개념과 기법 4/e,"지아웨이 한, 지안 페이, 항항 통, 동준상",에이콘출판사,2025년 01월,49500,,0,https://www.yes24.com/product/goods/141377702
955,스마트폰과 AI로 소통하는 새로운 세상,"이종구, 이태훈, 어현경, 지영희",디지털콘텐츠그룹,2025년 01월,16200,,0,https://www.yes24.com/product/goods/141331756
956,챗GPT와 함께 만드는 초등 수업 디자인 ++,"박준원, 김지현, 김병남, 이홍락, 김한준, 정보 더 보기/감추기, 박준원, 김지현, 김병남, 이홍락, 김한준, 이종상, 박주현, 김은협, 김도현, 공민수, 이정진",앤써북,2025년 01월,15930,10.0,3,https://www.yes24.com/product/goods/141327600
957,"스마트폰, 학교 수업에 들어오다!",박만재,다빈치books,2025년 01월,28800,,0,https://www.yes24.com/product/goods/141312058
958,교실에서 바로 쓰는 챗GPT 교사 활용법,유수근,앤써북,2025년 01월,17820,9.9,22,https://www.yes24.com/product/goods/141310358
959,C 언어 마스터,문석재,한빛아카데미,2025년 01월,32000,,0,https://www.yes24.com/product/goods/141218965
960,머신 러닝 마스터 클래스,민재식,인사이트(insight),2025년 01월,22500,10.0,13,https://www.yes24.com/product/goods/141195086
961,"AI, 너 내 마케터가 돼라!",오종현,e비즈북스,2025년 01월,16200,,0,https://www.yes24.com/product/goods/141129325
962,시니어를 위한 스마트폰 활용 with 챗GPT,"곽민철, 정희철",생능북스,2025년 01월,17820,9.9,105,https://www.yes24.com/product/goods/141129131
963,Vue 3와 타입스크립트로 배우는 프런트엔드 개발,"WINGS 프로젝트, 사이토 신조, 손민옹, 야마다 요시히로",한빛미디어,2025년 01월,32400,9.8,16,https://www.yes24.com/product/goods/140833041
964,프리미어프로 비디오효과사전,코모사전,BOOKK(부크크),2024년 11월,35000,,0,https://www.yes24.com/product/goods/140581873
965,부모님을 위한 참 다정한 스마트폰 안내서,백준사,빚은책들,2025년 01월,19800,10.0,4,https://www.yes24.com/product/goods/140398266
966,이원철TV의 스마트폰 사용 설명서,이원철,시대인,2024년 12월,15300,10.0,10,https://www.yes24.com/product/goods/140243622
967,인공지능 법과 윤리,김명훈,길벗캠퍼스,2024년 12월,29500,10.0,2,https://www.yes24.com/product/goods/140199363
968,실전 데이터 분석 with 파이썬,"레널드 아펠신, 박찬성",길벗,2024년 12월,39600,9.9,27,https://www.yes24.com/product/goods/140048462
969,캐릭터 일러스트 강좌 with 프로크리에이트,"딥 블리자드, 신상재",ZZOM,2024년 12월,19800,6.8,5,https://www.yes24.com/product/goods/139938349
970,파이썬으로 탐구하는 지구과학 데이터 분석 & 시각화,"심원재, 손현준",비제이퍼블릭(BJ퍼블릭),2024년 12월,28800,10.0,9,https://www.yes24.com/product/goods/139898019
971,AI 고속도로,송경창,밝은사람들,2024년 11월,20900,10.0,1,https://www.yes24.com/product/goods/139858028
972,임종수의 STM32 Cortex-M 완벽 활용서 Vol.1,임종수,버무림,2024년 11월,38700,,0,https://www.yes24.com/product/goods/139798378
973,데이터 과학 기반의 파이썬 빅데이터 분석,이지영,한빛아카데미,2024년 11월,31000,,0,https://www.yes24.com/product/goods/139786609
974,Do it! 코드 없이 배우는 데이터 분석 with 오렌지3,권서림,이지스퍼블리싱,2024년 12월,16920,10.0,5,https://www.yes24.com/product/goods/139756585
975,아케인 아트북,"엘리자베스 빈센텔리, 라이엇 게임즈, 정호운",제우미디어,2024년 12월,50000,10.0,4,https://www.yes24.com/product/goods/139707317
976,"AI로 이미지, 영상, 음악 한 번에 끝내기",이현,천그루숲,2024년 11월,16200,9.6,14,https://www.yes24.com/product/goods/139563085
977,디지털 일러스트 빛과 그림자 그리기 사전,"조우노세, 김재훈",한스미디어,2024년 11월,22500,10.0,3,https://www.yes24.com/product/goods/138931251
978,코딩 없이 배우는 데이터 분석,"황보현우, 한노아",성안북스,2024년 11월,31500,9.7,19,https://www.yes24.com/product/goods/138775159
979,처음 배우는 플러터 앱 개발,"후지카와 케이, 이영란",생능북스,2024년 11월,18000,9.0,2,https://www.yes24.com/product/goods/138601929
980,일러스트레이터 with AI,허준영,길벗캠퍼스,2024년 11월,27000,10.0,2,https://www.yes24.com/product/goods/138519583
981,AI 시대 질문의 기술,"이상협, 김은성",커뮤니케이션북스,2024년 11월,12000,,0,https://www.yes24.com/product/goods/138227557
982,소플의 처음 만난 AWS,이인제,한빛미디어,2024년 11월,43200,9.5,16,https://www.yes24.com/product/goods/136882448
983,AI는 어떻게 예술이 되는가,"라이언 오슬링, 박선주, 박승순, 안소정, 양나리, 정보 더 보기/감추기, 라이언 오슬링, 박선주, 박승순, 안소정, 양나리, 조영각, 권한슬, 구도형",스튜디오사월,2024년 10월,18000,6.0,2,https://www.yes24.com/product/goods/135815717
984,규칙으로 배우는 임베디드 시스템: CPU 이론 및 펌웨어 개발 규칙,장선웅,북랩,2024년 10월,18000,10.0,1,https://www.yes24.com/product/goods/135733382
985,규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,장선웅,북랩,2024년 10월,27000,,0,https://www.yes24.com/product/goods/135733019
986,하루 30분! 돈이 되는 네이버 블로그 with 챗GPT,조병옥(호모앤),한빛미디어,2024년 10월,16200,9.5,75,https://www.yes24.com/product/goods/135441358
987,핸즈온 그래프 인공신경망 with Python,"Maxime Labonne, 김현우, 정지수, 윤성준, 박진영",홍릉,2024년 10월,35000,,0,https://www.yes24.com/product/goods/134867624
988,난생처음 인공지능 입문,서지영,한빛아카데미,2024년 10월,27000,10.0,3,https://www.yes24.com/product/goods/134781990
989,임종수의 STM32 Cortex-M 완벽활용서 Vol. 2,임종수,버무림,2024년 10월,43200,10.0,1,https://www.yes24.com/product/goods/134657938
990,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 SAP,"주호재, 서기준",생능북스,2024년 10월,20700,9.5,4,https://www.yes24.com/product/goods/134605465
991,한컴오피스 2024,윤관식,가나출판사,2024년 10월,20700,2.0,1,https://www.yes24.com/product/goods/134242062
992,1일 1단어 1분으로 끝내는 AI공부,최재운,글담,2024년 10월,15300,9.9,29,https://www.yes24.com/product/goods/133810549
993,AI 에이전트와 사회 변화,이경전,커뮤니케이션북스,2024년 09월,11400,7.0,6,https://www.yes24.com/product/goods/133292300
994,유튜브 쇼츠 60초 재테크,김선웅,성안당,2024년 09월,20700,9.7,60,https://www.yes24.com/product/goods/133234938
995,테라폼으로 시작하는 IaC,"김민수, 김재준, 이규석, 이유종",한빛미디어,2024년 09월,28800,9.5,8,https://www.yes24.com/product/goods/133218136
996,원큐패스 나는야 엔트리 게임 개발자,"이영호, 최홍송",다락원,2024년 09월,15300,10.0,46,https://www.yes24.com/product/goods/133199781
997,챗GPT API를 활용한 챗봇 만들기,이승우,한빛미디어,2024년 08월,28800,9.8,17,https://www.yes24.com/product/goods/132759525
998,아케이드 게임 타이포그래피,"오마가리 토시, 무로가 기요노리, 박희원",안그라픽스,2024년 08월,33250,,0,https://www.yes24.com/product/goods/132620204
999,코드 밖 커뮤니케이션,"재퀴 리드, 곽지원",한빛미디어,2024년 08월,21600,9.3,14,https://www.yes24.com/product/goods/132388664
1000,AI와 화학 물질,신현길,커뮤니케이션북스,2024년 08월,12000,8.0,1,https://www.yes24.com/product/goods/131918296
