순위	제목	저자	출판사	출간일	판매가	정가	할인율	링크	이미지
261	트랜스포머 아키텍처로 배우는 AI 에이전트 with 랭체인 & 랭그래프	장철원	한빛미디어	2026년 05월	35,100	39,000	10.0	https://www.yes24.com/product/goods/189759363	https://image.yes24.com/goods/189759363/L
262	코딩 자율학습 FastAPI 파이썬 백엔드 개발 입문	신동현	길벗	2026년 05월	25,200	28,000	10.0	https://www.yes24.com/product/goods/189353153	https://image.yes24.com/goods/189353153/L
263	프로덕트 디자이너로 살아남기	강영화	이오스튜디오	2026년 05월	17,100	19,000	10.0	https://www.yes24.com/product/goods/189287920	https://image.yes24.com/goods/189287920/L
264	이게 되네? 나노바나나 2 AI 비포&애프터 미친 활용법 82제	쌩초	골든래빗	2026년 05월	21,600	24,000	10.0	https://www.yes24.com/product/goods/188600611	https://image.yes24.com/goods/188600611/L
265	중국 휴머노이드 로봇	김종문	다빈치books	2026년 05월	19,800	22,000	10.0	https://www.yes24.com/product/goods/188189600	https://image.yes24.com/goods/188189600/L
266	기계가 언어를 사용한다는 것에 대한 인문학적 사유	마크 코켈버그	생각이음	2026년 04월	17,100	19,000	10.0	https://www.yes24.com/product/goods/188188392	https://image.yes24.com/goods/188188392/L
267	LangChain과 LangGraph로 만드는 LLM 애플리케이션 2/e	벤 아우파스	에이콘출판사	2026년 04월	36,000	40,000	10.0	https://www.yes24.com/product/goods/187572169	https://image.yes24.com/goods/187572169/L
268	된다! AI 디자인 2026	김희재	이지스퍼블리싱	2026년 04월	26,820	29,800	10.0	https://www.yes24.com/product/goods/186524949	https://image.yes24.com/goods/186524949/L
269	딸깍! 바이브 코딩 by 안티그래비티	반병현	생능북스	2026년 04월	22,500	25,000	10.0	https://www.yes24.com/product/goods/184675866	https://image.yes24.com/goods/184675866/L
270	AI로 만드는 노래와 뮤직비디오	전진규	시대인	2026년 04월	12,600	14,000	10.0	https://www.yes24.com/product/goods/184478218	https://image.yes24.com/goods/184478218/L
271	돈이 들어오는 무재고 위탁판매 쇼핑몰	전진수	혜지원	2026년 03월	15,300	17,000	10.0	https://www.yes24.com/product/goods/183708092	https://image.yes24.com/goods/183708092/L
272	AI 시대 엄마가 먼저 알아야 할 최상위 공부법	오주연	한빛비즈	2026년 03월	19,800	22,000	10.0	https://www.yes24.com/product/goods/183572891	https://image.yes24.com/goods/183572891/L
273	AI 자율학습 제미나이로 일 잘하는 법	성구(강성규)	길벗	2026년 04월	23,400	26,000	10.0	https://www.yes24.com/product/goods/182995232	https://image.yes24.com/goods/182995232/L
274	일머리를 설계하는 AI 워크플로 with n8n	이왕석	한빛미디어	2026년 03월	25,200	28,000	10.0	https://www.yes24.com/product/goods/182629754	https://image.yes24.com/goods/182629754/L
275	된다! AI 상위 노출	이중대	이지스퍼블리싱	2026년 03월	17,100	19,000	10.0	https://www.yes24.com/product/goods/181117854	https://image.yes24.com/goods/181117854/L
276	변화를 기회로 만드는 AI력	정규진	민음인	2026년 03월	20,700	23,000	10.0	https://www.yes24.com/product/goods/180954314	https://image.yes24.com/goods/180954314/L
277	누구나 아는 나만 모르는 챗GPT(개정판) : 세상에서 가장 쉬운 챗GPT & AI 입문서	이성원	한빛미디어	2026년 02월	17,100	19,000	10.0	https://www.yes24.com/product/goods/177894447	https://image.yes24.com/goods/177894447/L
278	에지 컴퓨팅과 피지컬 AI를 위한 라즈베리파이 5	허경용	제이펍	2026년 02월	27,000	30,000	10.0	https://www.yes24.com/product/goods/177866994	https://image.yes24.com/goods/177866994/L
279	AI 게임 개발 with 코덱스	정윤지(유리링)	한빛미디어	2026년 02월	28,800	32,000	10.0	https://www.yes24.com/product/goods/177187498	https://image.yes24.com/goods/177187498/L
280	대체불가능	파스칼 보넷	제이펍	2026년 02월	19,800	22,000	10.0	https://www.yes24.com/product/goods/177123635	https://image.yes24.com/goods/177123635/L
281	한 권으로 끝내는 실전 LLM 파인튜닝	강다솔	위키북스	2026년 02월	28,800	32,000	10.0	https://www.yes24.com/product/goods/176913080	https://image.yes24.com/goods/176913080/L
282	누구나 아는 나만 모르는 제미나이	이성원	한빛미디어	2026년 01월	17,100	19,000	10.0	https://www.yes24.com/product/goods/172517063	https://image.yes24.com/goods/172517063/L
283	직장인을 위한 AI 실무 엑셀	선양미	길벗	2025년 12월	22,500	25,000	10.0	https://www.yes24.com/product/goods/169704757	https://image.yes24.com/goods/169704757/L
284	올라마와 오픈소스 LLM을 활용한 AI 에이전트 개발 입문	서영배	위키북스	2026년 01월	25,200	28,000	10.0	https://www.yes24.com/product/goods/168727208	https://image.yes24.com/goods/168727208/L
285	대한민국 교육 르네상스 : 대전환시대 교육의 본질을 탐하다	지미정	앤써북	2026년 01월	18,000	20,000	10.0	https://www.yes24.com/product/goods/167476779	https://image.yes24.com/goods/167476779/L
286	AI 버블이 온다	아르빈드 나라야난	윌북(willbook)	2025년 12월	22,320	24,800	10.0	https://www.yes24.com/product/goods/167465671	https://image.yes24.com/goods/167465671/L
287	그로스 해킹 (10주년 기념 증보판)	라이언 홀리데이	길벗	2025년 11월	19,800	22,000	10.0	https://www.yes24.com/product/goods/167463337	https://image.yes24.com/goods/167463337/L
288	챗GPT·퍼플렉시티·클로드·코파일럿·제미나이 다 잘함	이호정	리코멘드	2025년 11월	25,200	28,000	10.0	https://www.yes24.com/product/goods/162322988	https://image.yes24.com/goods/162322988/L
289	이공계생을 위한 파이썬 필수예제 2	윤성호	지오북스	2025년 10월	25,000	25,000	nan	https://www.yes24.com/product/goods/153290513	https://image.yes24.com/goods/153290513/L
290	요즘 바이브 코딩 커서 AI 30가지 프로그램 만들기	박현규	골든래빗	2025년 09월	21,600	24,000	10.0	https://www.yes24.com/product/goods/153029475	https://image.yes24.com/goods/153029475/L
291	AI 에이전트 생태계	조쉬	로드북	2025년 08월	24,300	27,000	10.0	https://www.yes24.com/product/goods/149414736	https://image.yes24.com/goods/149414736/L
292	회사에서 바로 통하는 실무 엑셀 데이터 활용+분석	김경자	한빛미디어	2025년 07월	23,400	26,000	10.0	https://www.yes24.com/product/goods/149370133	https://image.yes24.com/goods/149370133/L
293	디자인 트렌드 아카이브 포토샵 & 일러스트레이터	김혜주	제이펍	2025년 07월	21,600	24,000	10.0	https://www.yes24.com/product/goods/149190058	https://image.yes24.com/goods/149190058/L
294	시작하세요! 도커/쿠버네티스	용찬호	위키북스	2025년 07월	32,400	36,000	10.0	https://www.yes24.com/product/goods/148124010	https://image.yes24.com/goods/148124010/L
295	테디노트의 랭체인을 활용한 RAG 비법노트 : 기본편	이경록	리코멘드	2025년 05월	30,600	34,000	10.0	https://www.yes24.com/product/goods/146874665	https://image.yes24.com/goods/146874665/L
296	디자인 감각 제대로 키우는 법	가마타 다카시	시프트	2025년 05월	17,100	19,000	10.0	https://www.yes24.com/product/goods/145572152	https://image.yes24.com/goods/145572152/L
297	된다! 업무에 바로 쓰는 구글 활용법	이광희	이지스퍼블리싱	2025년 04월	18,900	21,000	10.0	https://www.yes24.com/product/goods/144253147	https://image.yes24.com/goods/144253147/L
298	레트로의 유니티 6 게임 프로그래밍 에센스	이제민	한빛미디어	2025년 02월	59,400	66,000	10.0	https://www.yes24.com/product/goods/142763143	https://image.yes24.com/goods/142763143/L
299	밑바닥부터 시작하는 딥러닝 1	사이토 고키	한빛미디어	2025년 01월	23,400	26,000	10.0	https://www.yes24.com/product/goods/141787639	https://image.yes24.com/goods/141787639/L
300	선생님을 위한 노션	임세범	앤써북	2025년 01월	19,620	21,800	10.0	https://www.yes24.com/product/goods/140242586	https://image.yes24.com/goods/140242586/L
301	누구나 아는 나만 모르는 엑셀	이성원	한빛미디어	2024년 11월	15,300	17,000	10.0	https://www.yes24.com/product/goods/139798543	https://image.yes24.com/goods/139798543/L
302	혁펜하임의 Easy! 딥러닝	혁펜하임	북엔드	2024년 11월	31,500	35,000	10.0	https://www.yes24.com/product/goods/139734696	https://image.yes24.com/goods/139734696/L
303	아무도 알려 주지 않는 PM 필수 지식	최선신	영진닷컴	2024년 10월	19,800	22,000	10.0	https://www.yes24.com/product/goods/133873594	https://image.yes24.com/goods/133873594/L
304	그림과 실습으로 배우는 깃 & 깃허브 입문	한재원	위키북스	2024년 09월	24,300	27,000	10.0	https://www.yes24.com/product/goods/133290567	https://image.yes24.com/goods/133290567/L
305	코파일럿+엑셀 업무자동화 정석	권현욱	디지털북스	2024년 08월	19,800	22,000	10.0	https://www.yes24.com/product/goods/129445293	https://image.yes24.com/goods/129445293/L
306	무작정 따라하기 엑셀 파워포인트 워드+한글	박미정	길벗	2024년 07월	22,500	25,000	10.0	https://www.yes24.com/product/goods/128193122	https://image.yes24.com/goods/128193122/L
307	초등부터 중등까지 한 권으로 끝내는 엔트리와 40개의 작품들	전진아	앤써북	2024년 06월	15,930	17,700	10.0	https://www.yes24.com/product/goods/128122789	https://image.yes24.com/goods/128122789/L
308	개발자를 위한 필수 수학	토머스 닐드	한빛미디어	2024년 06월	27,000	30,000	10.0	https://www.yes24.com/product/goods/126804246	https://image.yes24.com/goods/126804246/L
309	게임 시나리오 기획자를 위한 안내서	양정윤	에이콘출판사	2024년 05월	23,400	26,000	10.0	https://www.yes24.com/product/goods/126691841	https://image.yes24.com/goods/126691841/L
310	다시 꺼내는 아이패드 Re:드로잉 with 프로크리에이트	금손햄찌	앤제이BOOKS	2024년 06월	20,700	23,000	10.0	https://www.yes24.com/product/goods/126527639	https://image.yes24.com/goods/126527639/L
311	권학봉의 포토샵&라이트룸 클래식 사진보정 강의	권학봉	황금부엉이	2024년 05월	44,550	49,500	10.0	https://www.yes24.com/product/goods/126332003	https://image.yes24.com/goods/126332003/L
312	그림으로 이해하는 알고리즘	이시다 모리테루	길벗	2024년 04월	19,800	22,000	10.0	https://www.yes24.com/product/goods/126181068	https://image.yes24.com/goods/126181068/L
313	디자인, 이것만 알면 쉬워져요 with 63가지 LESSON	요네쿠라 아키오	책만	2024년 02월	18,000	20,000	10.0	https://www.yes24.com/product/goods/125101568	https://image.yes24.com/goods/125101568/L
314	파이썬 생활 프로젝트 코딩	서승희	길벗	2023년 08월	16,200	18,000	10.0	https://www.yes24.com/product/goods/121948165	https://image.yes24.com/goods/121948165/L
315	견고한 데이터 엔지니어링	조 라이스	한빛미디어	2023년 06월	34,200	38,000	10.0	https://www.yes24.com/product/goods/119712582	https://image.yes24.com/goods/119712582/L
316	린 스타트업 (10주년 기념판)	애시 모리아	한빛미디어	2023년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/119267145	https://image.yes24.com/goods/119267145/L
317	파이썬 코딩 도장	남재윤	길벗	2023년 01월	27,000	30,000	10.0	https://www.yes24.com/product/goods/116924336	https://image.yes24.com/goods/116924336/L
318	C언어 Express	천인국	생능출판사	2023년 01월	32,000	32,000	nan	https://www.yes24.com/product/goods/116777159	https://image.yes24.com/goods/116777159/L
319	마인크래프트 서바이벌 핸드북	Mojang Studio	영진닷컴	2022년 12월	10,800	12,000	10.0	https://www.yes24.com/product/goods/116208355	https://image.yes24.com/goods/116208355/L
320	마인크래프트 레드스톤 핸드북	Mojang Studio	영진닷컴	2022년 12월	10,800	12,000	10.0	https://www.yes24.com/product/goods/116208304	https://image.yes24.com/goods/116208304/L
321	코딩 자율학습 나도코딩의 C 언어 입문	나도코딩	길벗	2022년 10월	23,400	26,000	10.0	https://www.yes24.com/product/goods/113791780	https://image.yes24.com/goods/113791780/L
322	The art of game design (한국어판)	윤형섭	홍릉과학출판사	2022년 09월	37,050	39,000	5.0	https://www.yes24.com/product/goods/112630905	https://image.yes24.com/goods/112630905/L
323	훅: 일상을 사로잡는 제품의 비밀	니르 이얄	유엑스리뷰	2022년 05월	20,700	23,000	10.0	https://www.yes24.com/product/goods/109651824	https://image.yes24.com/goods/109651824/L
324	코딩 자율학습 HTML + CSS + 자바스크립트	김기수	길벗	2022년 04월	24,300	27,000	10.0	https://www.yes24.com/product/goods/108748709	https://image.yes24.com/goods/108748709/L
325	된다! 사각사각 아이패드 드로잉 with 프로크리에이트	레이나	이지스퍼블리싱	2021년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/102101600	https://image.yes24.com/goods/102101600/L
326	데이터 과학을 위한 통계	피터 브루스	한빛미디어	2021년 05월	30,600	34,000	10.0	https://www.yes24.com/product/goods/99942893	https://image.yes24.com/goods/99942893/L
327	유니티를 몰라도 만들 수 있는 유니티 2D 게임 제작	모리 요시나오	영진닷컴	2021년 02월	19,800	22,000	10.0	https://www.yes24.com/product/goods/97316714	https://image.yes24.com/goods/97316714/L
328	수학대백과사전	구라모토 다카후미	동양북스(동양books)	2020년 12월	16,200	18,000	10.0	https://www.yes24.com/product/goods/96375165	https://image.yes24.com/goods/96375165/L
329	카카오톡 이모티콘 만들기	소콘소콘 김소희	길벗	2020년 09월	14,400	16,000	10.0	https://www.yes24.com/product/goods/92364669	https://image.yes24.com/goods/92364669/L
330	한컴오피스 2020 한글+한셀+한쇼+한워드	㈜한글과컴퓨터	영진닷컴	2020년 07월	17,100	19,000	10.0	https://www.yes24.com/product/goods/91071614	https://image.yes24.com/goods/91071614/L
331	STM32CubeIDE를 이용한 STM32 따라하기	김남수	북랩	2020년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/90611902	https://image.yes24.com/goods/90611902/L
332	최강 브롤러 전략 가이드북	제이슨 리치	서울문화사	2020년 02월	14,220	15,800	10.0	https://www.yes24.com/product/goods/89308097	https://image.yes24.com/goods/89308097/L
333	그림으로 배우는 네트워크 원리	Gene	영진닷컴	2020년 02월	14,400	16,000	10.0	https://www.yes24.com/product/goods/88244509	https://image.yes24.com/goods/88244509/L
334	된다! 7일 실무 엑셀	한정희	이지스퍼블리싱	2019년 07월	18,000	20,000	10.0	https://www.yes24.com/product/goods/76182394	https://image.yes24.com/goods/76182394/L
335	모두의 데이터 분석 with 파이썬	송석리	길벗	2019년 04월	16,200	18,000	10.0	https://www.yes24.com/product/goods/72227684	https://image.yes24.com/goods/72227684/L
336	Clean Code 클린 코드	로버트 C. 마틴	인사이트(insight)	2013년 12월	29,700	33,000	10.0	https://www.yes24.com/product/goods/11681152	https://image.yes24.com/goods/11681152/L
337	린 스타트업	에릭 리스	인사이트(insight)	2012년 11월	16,200	18,000	10.0	https://www.yes24.com/product/goods/7921251	https://image.yes24.com/goods/7921251/L
338	머신러닝 플랫폼 엔지니어링	벤저민 탄 웨이 하오	책만	2026년 07월	31,500	35,000	10.0	https://www.yes24.com/product/goods/193465618	https://image.yes24.com/goods/193465618/L
339	디자인, 이렇게 하면 되나요? (최신 개정판)	오자와 하야토	제이펍	2026년 06월	19,620	21,800	10.0	https://www.yes24.com/product/goods/192090241	https://image.yes24.com/goods/192090241/L
340	오렌지3 with 파이썬	김현철	생능북스	2026년 06월	28,800	32,000	10.0	https://www.yes24.com/product/goods/191890082	https://image.yes24.com/goods/191890082/L
341	AI기본법이 뭐길래	노신정	페스트북	2026년 06월	15,300	17,000	10.0	https://www.yes24.com/product/goods/191817076	https://image.yes24.com/goods/191817076/L
342	파이썬의 도구들	정국진	영진닷컴	2026년 06월	21,600	24,000	10.0	https://www.yes24.com/product/goods/191208982	https://image.yes24.com/goods/191208982/L
343	AI 생존 지도	이석현	여림재	2026년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/191018764	https://image.yes24.com/goods/191018764/L
344	AI 에이전트 개발과 운영 올인원 가이드	온다 미노루	제이펍	2026년 06월	29,700	33,000	10.0	https://www.yes24.com/product/goods/190278636	https://image.yes24.com/goods/190278636/L
345	처음 시작하는 바이브 코딩	사카이 마리코	영진닷컴	2026년 06월	18,000	20,000	10.0	https://www.yes24.com/product/goods/190272030	https://image.yes24.com/goods/190272030/L
346	Node.js + NestJS 교과서	조현영	길벗	2026년 05월	36,000	40,000	10.0	https://www.yes24.com/product/goods/190250717	https://image.yes24.com/goods/190250717/L
347	취미가 돈이 되는 인스타툰	이건용	시프트	2026년 06월	19,800	22,000	10.0	https://www.yes24.com/product/goods/189857110	https://image.yes24.com/goods/189857110/L
348	AI 에이전트 개발 완벽 입문	에디 유	위키북스	2026년 04월	37,800	42,000	10.0	https://www.yes24.com/product/goods/186921504	https://image.yes24.com/goods/186921504/L
349	네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make	조영빈	디지털북스	2025년 04월	18,000	20,000	10.0	https://www.yes24.com/product/goods/145343581	https://image.yes24.com/goods/145343581/L
350	나의 첫 노션 Notion 마스터북	이유미	비즈니스북스	2024년 07월	17,550	19,500	10.0	https://www.yes24.com/product/goods/128724816	https://image.yes24.com/goods/128724816/L
