Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link,Description
131,맛있는 디자인 피그마 with AI,이영주,한빛미디어,2026년 02월,25200,9.9,125,https://www.yes24.com/product/goods/179694520,"맛있는 디자인 피그마 with AI. 피그마와 AI 기능을 활용해 디자인 시스템을 완성해보세요!한 권으로, 한번에! 쉽고 빠르게 익혀 바로 써먹는 UI/UX 디자인 입문서!UI/UX 디자인의 핵심 도구인 피그마를 이 책 한 권으로 제대로 배울 수 있습니다. 단..."
132,AI 자율학습 클로드 코드·코덱스 CLI·제미나이 CLI 완전 활용법,Dave Lee,길벗,2026년 02월,28800,9.6,25,https://www.yes24.com/product/goods/175525819,"AI 자율학습 클로드 코드·코덱스 CLI·제미나이 CLI 완전 활용법. AI와 함께 일하는 법을 배우다클로드 코드·코덱스 CLI·제미나이 CLI를 실무에서 활용하는 방법AI 코딩 도구를 처음 접하는 사람에게 가장 어려운 점은 `무엇부터 시작해야 하는지`, 그리..."
133,무조건 도움되는 유아교사 업무경감,"김나영, 남동윤, 이영은, 장효정, 최지이, 정보 더 보기/감추기, 김나영, 남동윤, 이영은, 장효정, 최지이, 황경미",교육과실천,2026년 01월,22950,10.0,9,https://www.yes24.com/product/goods/174197933,"무조건 도움되는 유아교사 업무경감. 이 책만 차근차근 따라오면업무과다 N0! 업무경감 YES!디지털 도구들을 단순히 어떻게 사용하는지 설명하는 것에 그치지 않고, 교사의 일상 속에서 업무경감으로 이어지는 구체적인 사례를 공개하는 단 한 권의 책!“하루에도 수없..."
134,이게 되네? AI 쇼츠 만들기 미친 자동화 22제,천은영,골든래빗,2026년 01월,23400,10.0,10,https://www.yes24.com/product/goods/169665962,이게 되네? AI 쇼츠 만들기 미친 자동화 22제. 코딩 몰라도 OK! `딸깍` 한 번에 숏폼 콘텐츠 수집/제작/업로드 끝내는 미친 자동화 시스템 22제!AI가 쉴 틈 없이 돈 벌어준다! 1인 크리에이터를 위한 24시간 숏폼 수익 창출 가이드복붙 프롬프트 모음...
135,나는 오렌지3로 인공지능한다,"장병철, 서미란, 박지훈, 정종호",씨마스,2025년 12월,20700,10.0,43,https://www.yes24.com/product/goods/167452848,"나는 오렌지3로 인공지능한다. 학생부터 교사, 실무에 필요한 직장인까지인공지능·데이터 분석 역량 강화를 위한 최고의 Orange3 실전 활용서!클릭 몇 번으로 데이터 전처리부터 시각화, 분석까지 척척 해내는 강력한 데이터 마이닝 도구, Orange3! 데이터 ..."
136,AI 엔지니어링,"칩 후옌, 변성윤",한빛미디어,2025년 09월,36000,9.9,17,https://www.yes24.com/product/goods/154925812,"AI 엔지니어링. 최고의 AI 전문가 칩 후옌이 엔비디아, 스노클 AI, 스탠퍼드에서 쌓은 현장 경험과 노하우!모델 활용을 넘어서, 실전으로 통하는 AI 서비스 설계 가이드“프로덕트 레벨에 맞는 설계란 무엇일까요?”파운데이션 모델을 활용해 누구나 손쉽게 AI ..."
137,처음이지만 프로처럼 쓰는 노션 Notion,박한용,디지털북스,2025년 09월,22500,10.0,40,https://www.yes24.com/product/goods/154182485,"처음이지만 프로처럼 쓰는 노션 Notion. 처음이지만 프로처럼 쓸 수 있는 노션 활용서핵심 기능부터 실습 템플릿, 최신 AI 기능까지 한 권으로 정리!노션은 메모, 프로젝트 관리, 협업까지 아우르는 최고의 생산성 도구입니다. 하지만 많은 사용자가 빈 페이지 ..."
138,기술·가정 교사가 만든 기술·가정 교사를 위한 찐 실전 챗GPT (생성형 AI (에듀테크) 기술·가정 수업 활용하기!),"봉우리, 이호준, 윤지원, 김보정",광문각출판미디어,2025년 08월,17000,10.0,11,https://www.yes24.com/product/goods/152399336,기술·가정 교사가 만든 기술·가정 교사를 위한 찐 실전 챗GPT (생성형 AI (에듀테크) 기술·가정 수업 활용하기!). 이 책은 학교 현장에서 기술·가정 교과 교사들에게 필요한 AI 에듀테크를 활용한 수업 사례를 담고 있습니다. 학교 현장의 교사들은 공개 수...
139,바로 배워서 바로 써먹는 바이브 코딩,"박찬, 김병석, 전수연, 김지용, 구현희, 정보 더 보기/감추기, 박찬, 김병석, 전수연, 김지용, 구현희, 전채원, 홍찬우, 이상선",다빈치books,2025년 09월,19800,10.0,43,https://www.yes24.com/product/goods/152079426,바로 배워서 바로 써먹는 바이브 코딩. 누구나 아이디어만 있다면 누구나 멋진 웹 앱을 만들 수 있다!바이브 코딩(Vibe Coding)은 코딩을 전혀 모르는 사람도 생성형 AI에 프롬프트(명령어)를 입력하여 코드를 작성하고 서비스 샘플을 만들어주는 도구이다. ...
140,업무와 일상을 정리하는 새로운 방법 노션,전시진,제이펍,2025년 06월,21600,9.7,20,https://www.yes24.com/product/goods/147074475,"업무와 일상을 정리하는 새로운 방법 노션. 전 세계 1억 만 사용자와 함께하는 압도적 협업 도구 노션 No.1 노션 베스트셀러 최신 개정판으로 시작하자.한층 더 단단해진 구성, 80페이지 증보 개정! 노션의 본질을 짚어 주는 실전 가이드의 결정.대한민국에서 노..."
141,UX/UI 디자이너를 위한 실무 피그마,클레어 정,한빛미디어,2025년 05월,25200,10.0,14,https://www.yes24.com/product/goods/146705191,"UX/UI 디자이너를 위한 실무 피그마. 손으로 익히는 피그마 실전 매뉴얼피그마 UI3부터 생성형 AI까지, 최신 실무는 이 책에 있다!피그마를 처음 접하는 입문자부터 실무를 준비하는 디자이너, 개발자, 기획자, 마케터까지 함께 사용할 수 있는 실전 중심의 피..."
142,M365 코파일럿 무작정 따라하기,"김시연, 서지영",길벗,2025년 04월,19800,9.4,7,https://www.yes24.com/product/goods/145015291,"M365 코파일럿 무작정 따라하기. 일잘러를 위한 최고의 업무 파트너!이제 일잘러의 기준은 Copilot이다.일하는 방식이 바뀌면, 일하는 사람이 달라진다. 『M365 Copilot 무작정 따라하기』는 M365 Copilot의 작동 방법은 물론, 일잘러라면 꼭..."
143,한 권으로 끝내는 아두이노 입문+실전 (종합편),"서민우, 코코랩스",앤써북,2025년 03월,19800,10.0,1,https://www.yes24.com/product/goods/143539772,한 권으로 끝내는 아두이노 입문+실전 (종합편). 『한 권으로 끝내는 아두이노 입문+실전 (종합편)』은 약 380쪽의 분량에 쉽고 단계적으로 130여개의 단계별 초수/중수/고수/실전 프로젝트 만들기까지 시작은 쉽게 그러나 끝은 프로그래밍 실력을 갖출 수 있도록...
144,마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷,김지희,시프트,2025년 03월,20700,9.9,32,https://www.yes24.com/product/goods/142201171,"마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷. 영상 촬영부터 제작까지, 진짜 스마트폰 하나면 다 될까?아이폰, 갤럭시 등 스마트폰에 탑재된 카메라는 매년 업그레이드되어 전문가의 촬영 장비 못지않은 성능을 자랑한다. 이런 고성능 카메라를 유..."
145,혼자 공부하는 자바,신용권,한빛미디어,2024년 02월,25200,9.8,91,https://www.yes24.com/product/goods/124821050,"혼자 공부하는 자바. 혼자 해도 충분하다! 1:1 과외하듯 배우는 자바 프로그래밍 자습서(자바 21 최신 버전 반영)26명의 베타리더 검증으로, ‘함께 만든’ 입문자 맞춤형 도서『혼자 공부하는 자바』가 더욱 풍성한 내용을 담아 돌아왔다! 개정판은 기존의 자바 ..."
146,CODE,"찰스 펫졸드, 김현규",인사이트(insight),2023년 12월,31500,8.7,9,https://www.yes24.com/product/goods/124110681,CODE. 23년 만에 돌아온 컴퓨터 공학 분야의 필독서!20년이 넘는 세월 동안 컴퓨터 공학 분야의 필독서로서 많은 독자를 열광하게 만든 《CODE》가 새로운 컴퓨팅 시대에 맞춰 개정되었습니다. 컴퓨터 내부의 비밀스러운 이야기들을 담은 이 책은 잘 짜인 일러...
147,F1 레이스카의 공기역학,"윤재수, 김효원",골든래빗,2023년 11월,45000,10.0,2,https://www.yes24.com/product/goods/122966082,"F1 레이스카의 공기역학. F1의 핵심 키워드, 공기역학의 기초 다지기F1에서 공기역학의 비중은 날로 커지고 있고, 공기역학적 성능이 F1 챔피언십의 성적을 좌우합니다. 그러나 공기역학은 보통 사람에게 너무 어렵기만 합니다. F1에 대해 막 알아가기 시작한 많..."
148,후니의 쉽게 쓴 시스코 네트워킹,진강훈,성안당,2024년 08월,38700,9.4,7,https://www.yes24.com/product/goods/113485068,후니의 쉽게 쓴 시스코 네트워킹. 네트워크를 이렇게 쉽게 설명한 책은 없다!20만 독자가 선택한 유일무이한 네트워크 최고의 입문서!2002년 출간 이후 16년 동안 네트워크 분야 베스트셀러 1위를 지키고 있는 『후니의 쉽게 쓴 시스코 네트워킹』의 개정판(4th...
149,가상 면접 사례로 배우는 대규모 시스템 설계 기초,"알렉스 쉬, 이병준",인사이트(insight),2021년 07월,21600,9.4,60,https://www.yes24.com/product/goods/102819435,"가상 면접 사례로 배우는 대규모 시스템 설계 기초. “페이스북의 뉴스 피드나 메신저, 유튜브, 구글 드라이브 같은 대규모 시스템은 어떻게 설계할까?”IT 경력자라도 느닷없이 대규모 시스템을 설계하려고 하면 막막하다고 느낄 수 있다. 특히나 면접을 보는 상황이라..."
150,비전공자를 위한 이해할 수 있는 IT 지식,최원영,티더블유아이지,2020년 07월,15120,8.8,138,https://www.yes24.com/product/goods/91165789,"비전공자를 위한 이해할 수 있는 IT 지식. 우리는 매일 스마트폰으로 메시지를 보내고, 컴퓨터로 일을 한다. 또 음식점에서 키오스크로 주문하고, 가상현실에서 게임을 즐긴다. IT는 더 이상 전문가들만의 이야기가 아니다. 우리의 삶 곳곳을 IT가 점령하고 있고,..."
151,데이터 중심 애플리케이션 설계,"마틴 클레프만, 정재부, 김영준, 이도경",위키북스,2018년 04월,32400,8.8,21,https://www.yes24.com/product/goods/59566585,"데이터 중심 애플리케이션 설계. 데이터는 오늘날 시스템을 설계할 때 마주치는 많은 도전 과제 중에서도 가장 중심에 있다. 확장성, 일관성, 신뢰성, 효율성, 유지보수성과 같은 해결하기 어려운 문제를 파악해야 할 뿐 아니라 관계형 데이터베이스, NoSQL 데이터..."
152,라프 코스터의 재미이론 10주년 개정판,"라프 코스터, 유창석, 전유택",길벗,2017년 03월,19800,8.2,17,https://www.yes24.com/product/goods/37335066,"라프 코스터의 재미이론 10주년 개정판. 게임이란 대체 뭘까?도저히 멈출 수 없는, 중독적인 이 재미는 뭘까?그런데 새로 시작한 이 게임은 왜 이렇게 재미가 없지?꼬리에 꼬리를 무는 의문들, 한 번쯤 머릿속을 스쳐갔을 생각들그러나 아무도 진지하게 고민하지 않았..."
153,주인의 눈,"맛떼오 파스퀴넬리, 이광석, 김상민",동녘,2026년 06월,27000,,0,https://www.yes24.com/product/goods/192469511,"주인의 눈. 인공지능은 무엇으로 만들어졌으며, 그 주인은 누가 되어야 하는가?`AI가 노동자를 대체하는` 지금 이 시대에 필요한 독창적 사유의 등장인공지능 기술이 날로 확장하는 오늘날, AI가 우리의 일자리를 빼앗을 것이라는 전망은 점차 현실이 되고 있다. 전..."
154,바로바로 챗GPT X 덕테이프 X 코덱스,박현규,골든래빗,2026년 06월,21600,9.0,4,https://www.yes24.com/product/goods/191479539,"바로바로 챗GPT X 덕테이프 X 코덱스. ★ 여전히 전 세계에서 가장 많이 쓰는 AI, 챗GPT부터★ 복잡한 그래프와 한글 타이포까지 완벽하게 그려내는 AI, 덕테이프★ 코딩 한 줄 몰라도 자동화 앱, 웹사이트, 게임까지 뚝딱 만드는 AI, 코덱스★ 챗GPT..."
155,바이브 엔지니어링,제이 킴,길벗,2026년 06월,21600,9.3,6,https://www.yes24.com/product/goods/192277220,"바이브 엔지니어링. AI 코딩 시대, 개발자는 어떻게 살아남을 수 있을까?바이브 코딩을 넘어 AI와 함께 설계·테스트·검증까지, 일 잘하는 개발자의 실전 전략 가이드바이브 코딩이 단순히 AI에게 코드를 생성해달라고 요청하는 수준에 머문다면, 바이브 엔지니어링은..."
156,색보정을 시작하는 초보 컬러리스트 유튜버를 위한 다빈치리졸브 색보정,전수연,디지털북스,2026년 07월,19800,,0,https://www.yes24.com/product/goods/193184189,"색보정을 시작하는 초보 컬러리스트 유튜버를 위한 다빈치리졸브 색보정. 색보정을 시작하는 초보 컬러리스트 유튜버를 위한다빈치리졸브 색보정영상의 분위기와 감정을 완성하는 마지막 단계는 컬러 그레이딩(Color Grading)입니다. 같은 장면이라도 색과 명암, 채..."
157,심플 디자인,박영록,위키북스,2026년 07월,16200,,0,https://www.yes24.com/product/goods/193058538,"심플 디자인. 코드 품질에 객관적인 기준이 있을까?내가 읽기 쉬운 코드가 내 동료에게는 어려울 수 있다. 이 책은 이 단순한 사실에서 출발한다. 가독성처럼 주관적인 코드 품질 기준을 배제하고, 코드 품질에서 객관적인 기준을 찾아가는 여정을 이 책에 담았다."
158,브랜드가 된 디자이너,노선선,시프트,2026년 07월,18900,,0,https://www.yes24.com/product/goods/192666096,"브랜드가 된 디자이너. AI가 발전할수록 디자인 실력만으로는 오래 살아남기 어렵다.포트폴리오, 커뮤니케이션, 태도, AI 활용, 리더십까지디자이너의 이름을 하나의 브랜드로 만드는 현실적인 커리어 전략이 책은 예비 디자이너는 물론이고, 디자인 현업에 종사하면서 ..."
159,한눈에 보는 대한민국 코스피,MrTrigger,한빛미디어,2026년 06월,23400,10.0,60,https://www.yes24.com/product/goods/192326062,"한눈에 보는 대한민국 코스피. 코리아 디스카운트에서 코리아 프리미엄으로, 코스피 1만 시대의 서막오랫동안 대한민국 증시는 `코리아 디스카운트`라는 이름 아래 저평가되어 왔다. 세계 최고 수준의 반도체 기업을 보유하고 조선·방산·배터리·엔터테인먼트·푸드 산업에서..."
160,스토리 창작자를 위한 AI 활용 가이드,"야마카와 겐이치, 이마이 아키히코, 아시자와 가모메, 송경원",요다,2026년 06월,16200,9.6,5,https://www.yes24.com/product/goods/191855007,스토리 창작자를 위한 AI 활용 가이드. 어떤 이야기를 써야 할지 모르겠다거나 첫 문장이 도저히 떠오르지 않는다면?AI라는 보조 작가와 함께라면 스토리 창작이 더 이상 두렵지 않다!프로 작가가 알려주는 이야기를 효율적으로 확장하고 발전시키는 AI 활용법스토리 ...
161,준비 끝 다음 수업 AI 에듀테크,노희경,비제이퍼블릭(BJ퍼블릭),2026년 06월,24750,10.0,8,https://www.yes24.com/product/goods/191852111,"준비 끝 다음 수업 AI 에듀테크. 간편하게 써먹는 현장 맞춤형 AI 에듀테크 교실 레시피“다들 좋다 하는 에듀테크, AI… 막상 쓰려니 나만 막막한가?” 싶은 교사를 위해 이 책은 집필되었다. 저자는 현직 교사로서 시행착오를 거치며 ‘이렇게만 써도 교실의 몰..."
162,AI가 다 하고 내가 돈 버는 앱 만들기,서희찬,길벗,2026년 05월,25200,9.2,5,https://www.yes24.com/product/goods/189854100,"AI가 다 하고 내가 돈 버는 앱 만들기. 일상 속 작은 불편함이 수입을 만드는 앱이 되는 마법!앱 스토어 1위, 100만 조회 릴스를 달성한 저자의 노하우 대공개!일상 속에서 ‘이런 앱 하나 있으면 편하겠는데?’라고 생각해 본 적 없나요? 스쳐 지나가는 아이..."
163,AI 게임 개발 시작,김정태,홍릉,2026년 05월,25000,10.0,4,https://www.yes24.com/product/goods/189749546,"AI 게임 개발 시작. 책방에서 이 책을 집어 들고 아직 고민 중이신 분께. 게임을 만들고 싶다는 생각이 있다면, 그것만으로도 충분해요. 기술은 없어도 돼요. AI가 도와줄 테니까요. 아이디어가 없어도 돼요. 이 책이 같이 만들어줄 테니까요. 딱 한 가지만 있..."
164,AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량,"정용범, 손상우, 박성환",프리렉,2026년 05월,27000,10.0,28,https://www.yes24.com/product/goods/189445450,"AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량. 파이썬 책 샀다가 환경 설정만 하다 덮은 적 있다면,`이거 자동화 안 되나?` 혼자 삭히다 포기한 적 있다면매일 3시간씩 걸리는 엑셀 데이터 취합, 끝없이 쏟아지는 이메일 대응, 매주 반복되는 PP..."
165,클로드 디자인 시작하기,조남경,비엘북스,2026년 05월,22500,,0,https://www.yes24.com/product/goods/189037004,"클로드 디자인 시작하기. [앱 리뉴얼, 피치덱, 홈페이지까지 혼자서 2주 안에 끝내라고요?] 어느 월요일 아침, 갑작스럽게 떨어진 앱 리뉴얼과 투자 피치덱 제작 미션. 사수는 부재중이고 마감은 코앞입니다. 디자인 툴은 익숙하지만, 정작 빈 캔버스 앞에서 어디..."
166,AI 실전 마스터 칼릭스의 프롬프트 디테일,칼릭스(손윤석),한빛비즈,2026년 04월,19800,9.7,13,https://www.yes24.com/product/goods/187927629,"AI 실전 마스터 칼릭스의 프롬프트 디테일. 압도적 생산성을 만드는 ‘디테일’을 장착하라!오늘 배워 바로 쓰는 업무 자동화 끝장 설계** 4050 경력자들에게 강력한 실전 무기가 되어줄 책_김한균 ‘파파레서피’ 창업자** 어떤 기술 앞에서도 흔들리지 않을, 단..."
167,만들면서 배우는 AI 에이전트 개발 입문+실전,박나연(공원나연),한빛미디어,2026년 05월,33300,9.6,45,https://www.yes24.com/product/goods/187703288,"만들면서 배우는 AI 에이전트 개발 입문+실전. 만들면서 배우면, AI 에이전트 구현이 쉬워진다!단계별 싱글·멀티 에이전트 설계부터 RAG·MCP·A2A 구현을 하나의 흐름으로25가지 에이전트로 이론부터 실전 설계 역량까지 완성하는 “AI 에이전트 교과서”*저..."
168,자연은 왜 이토록 단순하면서도 아름다운가,"로버트 칸, 크리스 퀴그, 박병철",알에이치코리아(RHK),2026년 04월,31500,9.7,13,https://www.yes24.com/product/goods/186833195,"자연은 왜 이토록 단순하면서도 아름다운가. “우주의 비밀을 밝혀온 과정은 단순하지도, 우아하지도 않지만 단숨에 마음을 사로잡는다.” 스티븐 추, 노벨 물리학상 수상자 * 노벨 물리학상 스티븐 추, 솔 펄머터 추천* 김영기 시카고대 석좌교수前미국 물리학회 회장..."
169,모두의 노션 AI,"임대균, 오가연",생능북스,2026년 04월,15120,9.8,52,https://www.yes24.com/product/goods/183919456,"모두의 노션 AI. 노션이 처음인가요? AI가 대신해주니까 더 쉽습니다!이 책은 노션을 처음 접하는 입문자를 위한 가장 친절한 안내서이다. 메모와 일정, 데이터베이스까지 한 번에 관리할 수 있는 올인원 도구 노션을 쉽고 재미있게 풀어냈다. 기본 구조부터 데이터..."
170,된다! 피그마 디자인 10분 레시피,"하이서, 김대일, 김시원, 최유빈",이지스퍼블리싱,2026년 02월,25200,10.0,27,https://www.yes24.com/product/goods/176919464,"된다! 피그마 디자인 10분 레시피. 누적 조회수 500만 뷰!업계 1티어 ‘피그마 피디아’ 팀의 10분 해결 실무 레시피SNS 콘텐츠는 물론 UX/UI, 웹 디자인, AI 활용까지 한 번에 해결하세요! “피그마가 좋다고 듣긴 했는데, 시작하려 하니 막막해요...."
171,"광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108","321web(미쓰이 마사유키), 김현미",시프트,2026년 01월,16200,10.0,14,https://www.yes24.com/product/goods/174048990,"광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108. 디자인, 심리학을 만나다AI 시대에도 변치 않는, 실무 경쟁력을 키워줄 단 한 권의 책우리는 매일 수많은 디자인과 만납니다. 그중에는 유독 눈에 띄고, 계속 뇌리에 남아 결국 구매로 이어지는 디자인도..."
172,누구나 아는 나만 모르는 제미나이,이성원,한빛미디어,2026년 01월,17100,9.4,44,https://www.yes24.com/product/goods/172517063,"누구나 아는 나만 모르는 제미나이. 왕초보를 위한 세상에서 가장 쉬운 제미나이 & AI 입문서!제미나이 3 최신 버전으로 학습한다!구글이 만든 요즘 대세 AI 제미나이, 이 책은 IT에 서툰 분도 단숨에 제미나이를 다룰 수 있도록 세상에서 가장 쉽고 친절하게 ..."
173,AI 로봇 구조 교과서,유승남,보누스,2026년 01월,20700,10.0,15,https://www.yes24.com/product/goods/172059324,"AI 로봇 구조 교과서. 현직 로봇 연구자가 인공지능 로봇의 구조와 원리를 상세히 설명한 책이다. 엔비디아, 테슬라, 구글 등 글로벌 빅테크 기업들이 주도하는 AI 로봇 산업의 최신 기술 트렌드는 물론이고 로봇이 세상을 감각하고 이해하며 행동하는 원리를 간명하..."
174,요즘 바이브 코딩 깃허브 코파일럿 31가지 프로그램 만들기,박현규,골든래빗,2025년 12월,21600,10.0,4,https://www.yes24.com/product/goods/167428992,"요즘 바이브 코딩 깃허브 코파일럿 31가지 프로그램 만들기. 월 10달러로 깃허브 코파일럿을 300% 활용해보세요, 당신의 아이디어를 바로 애플리케이션으로 만들어보세요! 랜딩 페이지부터 블로그 만들기까지, 코딩 1도 몰라도 바로 시작할 수 있습니다! 깃허브 코..."
175,된다! 미리캔버스&캔바 디자인 수업,방구석 다람쥐(배가을),이지스퍼블리싱,2025년 09월,21600,9.8,26,https://www.yes24.com/product/goods/152553545,"된다! 미리캔버스&캔바 디자인 수업. 디자인 기초, 몰라도 쉽게 따라 할 수 있다!10만 구독자들의 디자인 해결사 ‘방구석 다람쥐’의 디자인 노하우를 그대로!비싸고 어려운 디자인 프로그램을 살지 말지 망설이거나 외주로 디자인을 맡겼는데 원하는 것을 설명하지 못..."
176,요즘 바이브 코딩 클로드 코드 완벽 가이드,최지호,골든래빗,2025년 09월,21600,8.5,19,https://www.yes24.com/product/goods/151850127,"요즘 바이브 코딩 클로드 코드 완벽 가이드. ★ 200달러 MAX 플랜으로 매일 10시간씩 실험하여 얻은 노하우를 모두 담았다!★ 어디에도 없는 클로드 코드 최강 팁과 노하우, 레시피를 빠르게 알고 싶다면?★ 이 책으로 천상계에서 개발하는 진짜 바이브 코더가 ..."
177,요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정,"김진관, 김상섭, 이대형, 이상선, 윤신영",한빛미디어,2025년 08월,19800,9.8,35,https://www.yes24.com/product/goods/151350143,"요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정. 기술 나열은 그만, 교육 철학과 AI가 만나는 진짜 수업 설계 가이드생성형 AI를 활용한 교과 세특 작성, 맞춤형 도구 개발 등 실제 적용 노하우 수록자체 개발 수업 설계 템플릿..."
178,보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책,박경수,한빛비즈,2025년 08월,19800,9.0,16,https://www.yes24.com/product/goods/150009333,"보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책. 업무에 바로 써먹는 생성형 AI 여기 다 있다!끝내주는 보고서 기획서 작성 with 생성형 AI단계별 프롬프트 가이드챗GPT를 비롯한 수많은 생성형 AI가 일상 속으로 깊숙이 들어온 지금, ..."
179,이게 되네? 챗GPT 미친 활용법 71제,오힘찬,골든래빗,2025년 01월,21600,9.6,259,https://www.yes24.com/product/goods/140835200,"이게 되네? 챗GPT 미친 활용법 71제. 챗GPT가 2024년 12월에 12일 동안 12가지 신기능으로 싹 바뀌었다! 초강력 모델 o1 활용, 캔버스 글쓰기, Sora 영상 제작, 프로젝트 등 20가지 예제 전격 추가!25주 연속 베스트셀러가 더 강력해져 돌..."
180,인공지능이 다 해주는 브루 Vrew 영상 편집,"지현이, 브루 개발팀",시프트,2024년 10월,18000,9.7,19,https://www.yes24.com/product/goods/133823740,인공지능이 다 해주는 브루 Vrew 영상 편집. 주제만 입력하면 대본 작성부터 영상 생성까지 한 방에 해결해 주는 브루 영상 편집!ChatGPT로 많은 사용자에게 알려진 생성형 인공지능은 이제 어느 분야든 적용되지 않는 곳이 없을 정도로 대중화되었다. 영상 편...
181,디자인 구구단,에이핫,길벗,2024년 08월,18000,9.6,77,https://www.yes24.com/product/goods/129392318,"디자인 구구단. ‘디자인을 통해 새로운 것을 탐색하고 싶은 사람들 모여라.’디자인의 중요성을 느끼지만 어디서부터 시작해야 할지 막막하신가요? 디자이너가 아닌 사람이 디자인의 세계로 첫발을 내딛는 일은 쉽지 않다. 포토샵, 일러스트레이터, 피그마 등 툴에 대한 ..."
182,그림으로 이해하는 서버 구조와 기술,"요코타 카즈키, 엔도 유키, 김성훈",길벗,2024년 06월,19800,10.0,14,https://www.yes24.com/product/goods/127086566,그림으로 이해하는 서버 구조와 기술. 쉽고 재미있게 시작하는 서버 구조와 기술!우리가 당연하게 하고 있는 모든 온라인 활동 뒤에는 서버나 네트워크 같은 정보 시스템이 있다. 이러한 인프라에 오류가 발생하면 우리가 사용하고 있는 서비스에 바로 지장을 줄 수 있기...
183,게임 기획의 정석,"타이난 실베스터, 오영욱",스타비즈,2024년 04월,27000,8.6,13,https://www.yes24.com/product/goods/126305083,"게임 기획의 정석. 게임 개발에서 가장 중요한 부분 중 기획 관련으로가장 이론적이고 원초적인 기획 관련 전문서이자 나침반이 되어줄,『게임 기획의 정석』기획 기술을 레벨업하기 위한 준비를 마쳤는가? 이 책은 오늘날 인기 있는 대부분의 비디오 게임의 디자인 구조를..."
184,혼자 공부하는 네트워크,강민철,한빛미디어,2024년 04월,25200,9.8,48,https://www.yes24.com/product/goods/125830483,"혼자 공부하는 네트워크. 혼자 해도 충분하다!1:1 과외하듯 배우는 네트워크 자습서『혼자 공부하는 네트워크』는 개발자의 필수 지식인 네트워크를 기본부터 제대로 학습할 수 있도록 돕는 입문서이다. 다수의 네트워크 전공 서적들을 면밀히 분석하고, 방대한 컴퓨터 네..."
185,오토캐드 40시간 완성,신동진,피앤피북,2024년 03월,18000,10.0,6,https://www.yes24.com/product/goods/125293471,오토캐드 40시간 완성. 수년간의 직업능력개발훈련 및 교육 노하우를 바탕으로 오토캐드를 처음 접하는 독자의 입장에서 작성된 교재이다. 불필요한 내용을 버리고 실무에 필요한 기능만 담았다. 효과적인 학습방법으로 높은 학업성취를 달성할 수 있도록 내용을 구성하였...
186,마인크래프트 미니게임 만들기,우마공 운영진,영진닷컴,2024년 02월,15120,9.9,32,https://www.yes24.com/product/goods/125101417,마인크래프트 미니게임 만들기. ‘우마공 마인크래프트 시스템 개발일지’ 시리즈 첫 번째 책!마인크래프트 레드스톤&커맨드 블록으로 시작하는 즐거운 코딩 학습마인크래프트는 좋아하지만 레드스톤과 커맨드 블록을 어렵게 느끼는 초심자들을 위해 [우리들의 마인크래프트 공간...
187,모두의 네트워크 기초,서지영,길벗,2024년 01월,21600,9.7,14,https://www.yes24.com/product/goods/124806989,"모두의 네트워크 기초. 네트워크를 전혀 몰라도 괜찮다!누구나 쉽게 이해할 수 있는 네트워크 입문서이 책은 이제 막 네트워크를 공부하기 시작했거나 공부해야겠다고 마음먹은 초급자를 대상으로 한 입문서다. 네트워크의 개념, 비트, 랜, 허브 등의 네트워크 기초 지식..."
188,클립 스튜디오 입문 교실,"사이도런치, 고영자",영진닷컴,2023년 09월,20700,9.7,16,https://www.yes24.com/product/goods/122535588,"클립 스튜디오 입문 교실. 클립 스튜디오의 다양한 기능은 물론 프로 일러스트레이터가 사용하는 응용 기술까지!CLIP STUDIO PAINT는 매우 고성능 페인트 도구로, 설정 항목도 세세하게 조정할 수 있습니다. 워낙 기능이 많다 보니 중급자 이상의 사용자에게..."
189,코딩 자율학습 나도코딩의 파이썬 입문,나도코딩,길벗,2023년 02월,21600,9.8,310,https://www.yes24.com/product/goods/117373102,코딩 자율학습 나도코딩의 파이썬 입문. 30만 명의 구독자와 2만 6천 명의 수강생이 증명한 최고의 파이썬 강의나도코딩의 프로그래밍 학습 노하우를 배우자!유튜브와 인프런 최고의 인기 강의를 한 권에 담았습니다. 일상 속 재미있는 예제로 파이썬 기본 개념을 배우...
