Rank,Title,Author,Publisher,PublishDate,Price,Rating,ReviewCount,Link,Description
190,훅: 일상을 사로잡는 제품의 비밀,"니르 이얄, 조자현",유엑스리뷰,2022년 05월,20700,9.8,31,https://www.yes24.com/product/goods/109651824,"훅: 일상을 사로잡는 제품의 비밀. 전 세계 UX 분야 스테디셀러!일상을 사로잡고 습관이 되는 제품의 비밀! ‘훅(Hooked)’이란 뭔가를 대단히 즐기고 거기에 빠져 있다는 의미다. 이 의미를 살려 저자는 인간-컴퓨터 상호작용, 소비자 심리학, 행동경제학 분..."
191,카카오톡 이모티콘 만들기,소콘소콘 김소희,길벗,2020년 09월,14400,9.9,59,https://www.yes24.com/product/goods/92364669,"카카오톡 이모티콘 만들기. 매일 사용하는 작은 즐거움, 이모티콘을‘소콘소콘’과 함께 만들어봐요! [눈치보는 봉구]를 시작으로 [쵸키~ 작고소중해], [푸키~진촤 귀여워] 등 다양한 이모티콘을 출시한 이모티콘 작가 ‘소콘소콘’의 이모티콘 만들기 노하우가 담긴 『..."
192,친절한 SQL 튜닝,조시형,디비안(DBian),2018년 06월,34200,9.6,31,https://www.yes24.com/product/goods/61254539,친절한 SQL 튜닝. 책 제목은 필자가 애청하는 라디오 프로그램 ‘손에 잡히는 경제’ 중 ‘친절한 경제’라는 코너에서 착안했다. 어려운 경제 이슈를 일반인 눈높이에 맞게 풀어서 설명해 주는 진행자를 보면서 “나도 SQL 성능 문제를 저렇게 쉽게 풀어 설명하는 ...
193,도널드 노먼의 디자인 심리학,"도널드 노먼, 범어디자인연구소",유엑스리뷰,2018년 04월,31500,9.7,16,https://www.yes24.com/product/goods/59580711,도널드 노먼의 디자인 심리학. 디자인에 꼭 필요한 인지심리학의 입문서!인간은 어떻게 제품을 이해하고 디자인을 받아들일까? 좋은 디자인은 인간 심리의 원리를 제대로 반영하고 있는 것이다. 현대의 디자인 과정에서는 인간의 심리를 분석하여 사용자가 무엇을 불편해하고...
194,Do it! C 언어 입문,김성엽,이지스퍼블리싱,2017년 01월,22500,9.4,75,https://www.yes24.com/product/goods/35094862,"Do it! C 언어 입문. ‘왜’ 쓰는지 모르면 의미 없다! 두 번 삽질하지 않게 도와주는 입문서!실무 20년 강의 10년, 현업 프로그래머가 원리부터 알려준다!결과만 알고 쓰는 사람은 원리를 알고 쓰는 사람을 절대 따라잡을 수 없다. C 언어를 처음 시작하..."
195,AI 에이전트 실행 세계 2 : 설계편,조쉬,로드북,2026년 06월,31500,,0,https://www.yes24.com/product/goods/191507359,"AI 에이전트 실행 세계 2 : 설계편. 설계되지 않은 도메인은 에이전트가 집행할 수 없다.감(感)으로 프롬프트를 짜는 것과, 설계도로 도메인을 명세화하는 것은 전혀 다른 일이다. 1권(원리편)에서 `왜`를 이해했다면, 이 책에서 `어떻게`를 완성한다. 저자가..."
196,AI 에이전트 실행 세계 1 : 원리편,조쉬,로드북,2026년 06월,27000,,0,https://www.yes24.com/product/goods/191506324,"AI 에이전트 실행 세계 1 : 원리편. PoC는 성공하는데 운영은 왜 계속 실패할까?AI의 능력이 부족해서가 아니다. 에이전트가 발 딛고 움직일 `실행 세계` — 누가, 어디서, 어떤 상태에서, 무엇을 할 수 있는지를 정의하는 구조 — 가 없기 때문이다. 확..."
197,Do it! 오토캐드 2027 + AI,박한울,이지스퍼블리싱,2026년 06월,27900,10.0,10,https://www.yes24.com/product/goods/191193818,"Do it! 오토캐드 2027 + AI. “이제 오토캐드에도 AI가 들어왔어요!”오토캐드 분야 10년 연속 베스트셀러평면도 그리기부터 치수 문제 해결, 대화형 AI까지!초보자도 6일이면 설계 도면 그린다!10년 동안 독자의 의견을 꾸준히 반영해 업그레이드한 베..."
198,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 만들기 + 데이터 수집 · 학습 + 딥러닝,장문철,앤써북,2026년 06월,21960,10.0,1,https://www.yes24.com/product/goods/190272428,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 만들기 + 데이터 수집 · 학습 + 딥러닝. 『라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차 (3판 전면 개정)』 최신 Raspberry Pi OS 기준으로 실습 환경 전면 개정하여 새롭게 출간하...
199,생성형 AI로 완성하는 회계 · 세무실무,박현준,도서출판배움,2026년 04월,10800,,0,https://www.yes24.com/product/goods/193183459,"생성형 AI로 완성하는 회계 · 세무실무. 생성형 AI가 일상화된 시대에 회계·세무 담당자에게 요구되는 역량은 근본적으로 달라졌습니다. 단순 반복 입력은 AI가 담당하고 사람에게는 판단·해석·윤리적 책임, 그리고 AI를 올바르게 활용하는 능력이 요구됩니다. 이..."
200,회사에서 바로 통하는 오토캐드 AutoCAD 2027,심미현,한빛미디어,2026년 06월,26100,10.0,2,https://www.yes24.com/product/goods/192302542,"회사에서 바로 통하는 오토캐드 AutoCAD 2027. 실무 도면 작업의 기본기는 물론 최신 AI 기능까지 마스터하는 오토캐드 입문서!현장밀착형 도면 예제와 무료 영상 강의로 초보자도 오토캐드 핵심 기능을 쉽고 빠르게 배운다!제도의 기초 개념부터 2D, 3D ..."
201,혼자 완성하는 Java 풀코스,심상원,아이콕스(iCox),2026년 07월,30600,,0,https://www.yes24.com/product/goods/192285191,"혼자 완성하는 Java 풀코스. 비전공, 초보자도 쉽게 시작하는 자바(Java) 프로그래밍기초 문법부터 JSON·까지 폭넓게 전수하는 실전 프로젝트 노하우‘객체지향 프로그래밍 언어, 자바(Java)’수년 전부터 다양한 기업과 개발 현장에서 가장 널리 사용되는 ..."
202,프롬프트 해부학,박민지,루비페이퍼,2026년 06월,25200,10.0,4,https://www.yes24.com/product/goods/192139754,"프롬프트 해부학. ‘AI로 만든 이미지가 사람의 마음을 움직일 수 있을까?’기술 너머의 진정성을 찾아가는 여정, 나만의 시각적 언어를 발견하는 과정AI가 아무리 발전하고 도구가 바뀌어도 절대 대체되지 않는 것이 있습니다. 누구도 흉내 낼 수 없는 나의 눈과 감..."
203,"캔바로 만든 디자인, 돈이 됩니다",리몬(안형선),길벗,2026년 06월,19800,10.0,44,https://www.yes24.com/product/goods/190216116,"캔바로 만든 디자인, 돈이 됩니다. 캔바 앰배서더 `리몬`이 알려주는캔바로 만든 디자인, 돈이 됩니다!전공도, 자본도 필요 없다!디자인을 전공하지 않았거나 경력이 단절된 사람도 누구나 충분히 시작할 수 있습니다. 초기 자본이 없어도, 전문적인 디자인 경험이 없..."
204,유튜브 AI 비서 고용하기 제미나이 X 노트북LM X 구글 스프레드시트,조현정,골든래빗,2026년 06월,21600,10.0,2,https://www.yes24.com/product/goods/189823964,"유튜브 AI 비서 고용하기 제미나이 X 노트북LM X 구글 스프레드시트. “언제까지 감으로만 기획할래?” 1시간 걸리던 경쟁 채널 분석, 단 5초 만에 끝낸다! 매달 나가는 비싼 유료 툴 구독료? 이제 영수증 찢고 ‘평생 무료’ 시스템을 열어라! 엑셀도 겨..."
205,맛있는 디자인 포토샵 CC 2026,윤이사라,한빛미디어,2026년 04월,23400,9.9,41,https://www.yes24.com/product/goods/188108093,"맛있는 디자인 포토샵 CC 2026. 포토샵으로 다-되는데, 왜 나노바나나를 배워요?클릭 몇 번으로 전문가처럼, AI 시대의 가장 쉬운 포토샵 디자인 시작하기!이제 포토샵의 수많은 메뉴를 억지로 외울 필요가 없다. 구글의 ‘나노바나나(Nano Banana)’와..."
206,된다! 하루 만에 준비하는 캔바 AI 수업 활용법 with 2022 개정 교육과정,"정인걸, 김경수",이지스퍼블리싱,2026년 05월,21600,10.0,8,https://www.yes24.com/product/goods/188012932,된다! 하루 만에 준비하는 캔바 AI 수업 활용법 with 2022 개정 교육과정. 바이브 코딩으로 학습 게임 만들기부터 숏폼 영상 제작까지2022 개정 교육과정 반영! 한국과학창의재단 강사 추천!상위 1% 에듀테크 교사의 캔바 활용 비법을 공개합니다! 베스트...
207,그림으로 배우는 생성형 AI,"프리양카 베르가디아, 발리아파 락슈마난, 류광",한빛미디어,2026년 04월,29700,9.6,9,https://www.yes24.com/product/goods/186663875,"그림으로 배우는 생성형 AI. 생성형 AI를 쓰는 데서 끝내지 말고, 이제는 제대로 이해하고 활용할 차례 생성형 AI를 둘러싼 정보는 넘쳐나지만, 개념은 어렵고 활용은 단편적이어서 정작 전체 그림을 이해하기는 쉽지 않다. 이 책은 복잡한 생성형 AI의 작동 원..."
208,된다! AI 디자인 2026,김희재,이지스퍼블리싱,2026년 04월,26820,10.0,11,https://www.yes24.com/product/goods/186524949,"된다! AI 디자인 2026. AI 시대 필수 도구 3대장나노 바나나 + 미드저니 + 포토샵 AI국내 최대 디자인 플랫폼, 노트폴리오 추천 도서를 만나 보세요!“디자인에 AI가 필수라던데...”“수많은 도구 중에 뭘 배워야 할지 막막해요.”AI가 대세인 건 알..."
209,새나곰의 똥손도 바로 시작하는 인스타툰 그리기 with 클립 스튜디오,새나곰(정은아),한빛미디어,2026년 03월,20700,10.0,18,https://www.yes24.com/product/goods/182628538,새나곰의 똥손도 바로 시작하는 인스타툰 그리기 with 클립 스튜디오. 100일 만에 1만 팔로워를 만든 새나곰 작가의 인스타툰 실전 전략 입문서!인스타툰 채널을 운영하고 수익화하는 방법부터 클립 스튜디오 활용 꿀팁까지 대공개!이 책은 릴스 없이 오직 게시물만...
210,된다! AI 상위 노출,이중대,이지스퍼블리싱,2026년 03월,17100,10.0,28,https://www.yes24.com/product/goods/181117854,"된다! AI 상위 노출. 우리 브랜드는 왜 제미나이, 챗GPT 답변에서 언급되지 않을까?‘검색 노출’을 넘어 ‘AI 인용’을 만드는 국내 최초 AIEO 실전 공략집!막막했던 ‘AI 글쓰기 원리’부터 챗GPT·네이버가 1순위로 꼽는 콘텐츠 설계법까지!고객은 더 ..."
211,"오픈클로 with GPT, 제미나이, 클로드",강민혁,한빛미디어,2026년 03월,19800,9.5,25,https://www.yes24.com/product/goods/180510836,"오픈클로 with GPT, 제미나이, 클로드. 챗GPT에게 물어보는 시대는 끝났다.이제 AI가 직접 처리한다.AI와 대화하는 것만으로 충분하던 시기가 지나고 있습니다. 2026년, AI는 직접 파일을 만들고, 웹을 검색하고, 이메일을 보내고, 시키지 않아도 아..."
212,엑셀 대신 챗GPT,오종현,한빛미디어,2026년 03월,19800,9.8,19,https://www.yes24.com/product/goods/179710994,"엑셀 대신 챗GPT. 에러 창은 안녕! 프롬프트 한 줄이면 엑셀 분석 끝!수식과 싸우던 시간을 인사이트를 찾는 시간으로 바꾸는 마법, 바이브 엑셀* 무료 동영상 강의 제공* 저자 즉답 오픈카톡방 운영이 책은 엑셀 함수를 가르치지 않습니다. 대신 자연어로 챗GP..."
213,된다! 링크드인 활용법,변재일,이지스퍼블리싱,2026년 03월,19800,10.0,20,https://www.yes24.com/product/goods/178728770,"된다! 링크드인 활용법. “경력이 없어서…” 망설이는 당신을 위한 가장 친절한 1:1 링크드인 코칭북! 평범한 대학생이 팔로워 2만여 명의 크리에이터가 되기까지, 연결을 기회로 만든 실전 노하우 전 세계 이용자 수 10억 명! 지금 링크드인은 당신의 잠재력을 ..."
214,요즘 바이브 코딩 안티그래비티 완벽 가이드,최지호,골든래빗,2026년 02월,25200,9.8,28,https://www.yes24.com/product/goods/174658020,"요즘 바이브 코딩 안티그래비티 완벽 가이드. 구글의 야심작 안티그래비티! 0원으로 시작하는 바이브 코딩!UI 디자인, TDD와 클린 아키텍처, 수익형 서비스까지 5가지 실전 예제로 완성하는 최강 레시피!제미나이, 클로드, GPT까지 AI 에이전트 군단을 지휘하..."
215,초등학생을 위한 AI 미래 지식 74,"김영현, 최정을",길벗스쿨,2026년 01월,15300,9.9,29,https://www.yes24.com/product/goods/173657299,"초등학생을 위한 AI 미래 지식 74. 초등학생 눈높이에 딱 맞춘 인공지능 교양서!최근 몇 년 사이 인공지능(AI)은 눈부시게 발전했습니다. 머릿속에만 있던 그림을 뚝딱 그려 주고, 여행 계획을 세워 주거나 쇼핑을 도와주는 등 우리 일상 깊숙이 자리 잡았습니다..."
216,포토샵 & 일러스트레이터 & 인디자인 CC 2026,"김경미, 최리진",생능북스,2026년 01월,22500,9.9,34,https://www.yes24.com/product/goods/172532517,"포토샵 & 일러스트레이터 & 인디자인 CC 2026. 디자인, 처음이라도 괜찮아요~포토샵, 일러스트레이터, 인디자인을 한 권으로 끝낸다!디자인을 배우고 싶지만 어디서부터 시작해야 할지 막막한 분들을 위해 준비된 실무형 입문서입니다. 이 책은 포토샵 → 일러스트..."
217,"어쨌든, 바이브 코딩","코다프레스, 양희은",인사이트(insight),2025년 12월,19800,9.9,45,https://www.yes24.com/product/goods/168561327,"어쨌든, 바이브 코딩. 프롬프트 한 줄이면 충분하다기술이 없는 게 아니라 방식이 바뀐 거다아이디어로 바로 만드는 창작 경험 50개생각났다면 바로 만들어라아이디어는 이제 `시작 신호`다.코드를 몰라도 한 줄의 프롬프트가 바로 결과물로 이어진다.개발은 기술이 아니..."
218,그림으로 이해하는 도커와 쿠버네티스,"토쿠나가 코헤이, 서수환",길벗,2025년 11월,19800,10.0,17,https://www.yes24.com/product/goods/166665802,"그림으로 이해하는 도커와 쿠버네티스. “왜 이렇게 동작하는가?” 복잡한 원리는 그림 한 장이면 충분하다! 이해부터 실전까지, 읽는 것만으로 명확해지는 도커 & 쿠버네티스이 책은 컨테이너 기술의 핵심인 도커와 쿠버네티스의 복잡한 개념과 원리를 직관적으로 이해할 ..."
219,스케치업&엔스케이프 트레이닝 북,강석창,한빛미디어,2025년 10월,28800,10.0,27,https://www.yes24.com/product/goods/161420414,"스케치업&엔스케이프 트레이닝 북. 스케치업 & 엔스케이프의 핵심 원리와 응용 기술, 반복 훈련으로 확실하게 배운다!더 빨라진 최신 버전 스케치업 & 엔스케이프 완벽 대응!초보자도 쉽게 다룰 수 있다고 알려진 스케치업! 그러나 스케치업을 잘, 제대로, 확실하게 ..."
